ANO,MES,NCM,PAIS,URF,KG,FOB,FRETE,SEGURO
2005,12,31042090,383,517602,8993305,1869136,196702,2599
2006,1,31021010,676,517602,1501628,362161,27000,769
2006,1,31022100,87,517602,6530692,699455,175500,1361
2006,1,31042090,23,517602,3717480,724884,99900,1091
2006,1,31054000,676,517602,5039862,1401544,94087,3214
2006,1,31055900,245,517600,17280,24795,1659,0
2006,1,31059090,386,517600,20000,17105,1341,0
2006,2,31021010,676,517602,14735879,3256032,483391,0
2006,2,31022100,87,517602,1406609,146609,37800,0
2006,2,31054000,676,517602,8952433,2405502,183575,3322
2006,3,31042090,23,517600,63000,22092,1150,23
2006,3,31042090,23,517602,4674771,871541,81000,1569
2006,3,31042090,149,517602,1912165,327595,38000,620
2006,3,31042090,383,517602,2100000,374462,46200,0
2006,3,31054000,383,517600,63000,42821,2442,0
2006,3,31054000,676,517602,1430125,379200,32210,0
2006,4,31042090,23,517600,63000,20902,1144,24
2006,4,31042090,23,517602,3001330,530310,54000,998
2006,4,31042090,149,517602,4643208,867721,92000,1342
2006,4,31042090,383,517602,525000,95350,11550,194
2006,4,31042090,676,517602,3386000,634100,60948,0
2006,4,31054000,474,517602,3722352,1017797,100121,1882
2006,4,31054000,676,517602,2865249,799455,51570,2742
2006,5,31021010,676,517602,505587,138731,9000,276
2006,5,31022100,87,517602,8401561,810524,144000,741
2006,5,31042090,23,517602,7004215,1281124,126000,697
2006,5,31054000,474,517602,1375000,387132,25094,724
2006,5,31054000,676,517602,3150000,851061,56700,1663
2006,6,31042090,383,517602,7233771,1286873,157916,2097
2006,6,31054000,474,517602,842036,224008,22774,0
2006,6,31059090,403,517600,384000,159536,23296,322
2006,7,31022100,87,517602,4500382,415071,81000,847
2006,7,31042090,676,517602,3850000,734881,69300,452
2006,7,31054000,87,517600,20000,11873,778,0
2006,7,31054000,249,517602,12616998,3290863,319401,6394
2006,7,31054000,383,517600,63000,42797,1683,0
2006,7,31054000,474,517602,17654049,5043544,417039,7262
2006,7,31054000,676,517602,15725000,4380295,292361,5064
2006,7,31059090,403,517600,432000,179424,26154,362
2006,8,31022100,87,517602,6032954,613632,108000,1124
2006,8,31042090,23,517600,63000,22644,1210,24
2006,8,31042090,383,517602,33081126,5841781,763476,9584
2006,8,31054000,249,517602,1577172,434588,39926,885
2006,8,31054000,676,517602,11441300,3119408,210359,6741
2006,8,31059090,245,517600,6480,13723,863,0
2006,8,31059090,403,517600,192000,81697,13600,168
2006,9,31022100,87,517602,3596152,368743,63000,707
2006,9,31042090,383,517600,941811,162740,22512,350
2006,9,31042090,383,517602,6309460,1089283,173320,2144
2006,9,31054000,474,517602,10322747,2867896,283918,4767
2006,9,31054000,676,517602,525000,142859,9450,294
2006,10,31042090,23,517600,63000,21875,1606,22
2006,10,31042090,85,517602,7221488,1322481,128108,198
2006,10,31042090,383,517602,29491061,5334890,905478,9889
2006,10,31055900,245,517600,3600,6098,725,0
2006,10,31059090,245,517600,3600,7704,725,0
2006,10,31059090,383,517600,42000,18928,1271,0
2006,11,31042090,23,517602,6092341,1101910,108000,2144
2006,11,31054000,474,517602,23445388,6580026,637233,6660
2006,11,31054000,676,517602,13501295,3767639,254317,5702
2006,12,31021010,85,517602,20846584,4618051,744913,0
2006,12,31022100,87,517600,4125053,516357,80000,980
2006,12,31042090,23,517600,412302,70161,8000,130
2006,12,31054000,87,517600,20000,11787,865,0
2006,12,31054000,676,517602,5613923,1569383,100575,2009
2007,1,31022100,249,517602,1901591,224074,73910,785
2007,1,31042090,383,517602,8155584,1386788,249408,2188
2007,1,31054000,676,517602,3428637,986387,61425,2779
2007,1,31055900,245,517600,6480,10609,1293,0
2007,1,31059090,245,517600,8208,18137,1309,0
2007,2,31022100,87,517602,4010429,514624,80000,1005
2007,2,31054000,87,517600,20000,11885,774,0
2007,2,31054000,676,517602,4161981,1187004,74877,1787
2007,2,31059090,245,517600,2543,6574,170,0
2007,3,31022100,87,517602,4010817,650491,80000,710
2007,3,31042090,23,517600,63000,23925,1089,24
2007,3,31042090,23,517602,2000959,406981,40000,758
2007,3,31042090,383,517602,5259766,903201,166650,1779
2007,4,31042090,383,517602,6038408,1268707,170700,2481
2007,4,31054000,87,517600,20000,11736,928,0
2007,4,31055900,603,517602,5003627,1448666,125000,2698
2007,5,31022100,249,517602,10732910,1657058,214658,2275
2007,5,31042090,23,517600,63000,24424,1110,26
2007,5,31042090,383,517602,14220000,3059772,575910,5494
2007,5,31054000,676,517602,40013000,17628898,713059,26613
2007,6,31022100,23,517602,4516619,752363,90000,1418
2007,6,31042090,23,517602,810709,174063,16000,319
2007,6,31042090,149,517602,16074417,3510004,320000,4829
2007,6,31042090,676,517600,6998602,1741247,126000,3034
2007,6,31054000,383,517600,178500,120027,3642,0
2007,6,31054000,474,517602,13502000,6309225,529954,5231
2007,6,31054000,676,517602,17476750,8201785,314550,12958
2007,6,31055900,245,517600,7200,15754,1195,0
2007,6,31059090,383,517600,10500,5308,214,0
2007,7,31042090,383,517602,5900024,1196156,283200,3772
2007,7,31054000,160,517602,14665780,6049860,408509,7349
2007,7,31054000,249,517600,16566551,7186828,761966,11982
2007,8,31022100,87,517602,5035474,847305,100000,1588
2007,8,31042090,23,517602,15169037,3887816,418658,4473
2007,8,31042090,383,517602,5499216,1282630,186320,3623
2007,8,31042090,676,517602,17192363,4163764,308250,3921
2007,8,31054000,87,517600,20000,12166,498,0
2007,8,31054000,383,517600,82000,53636,2792,124
2007,8,31059090,383,517600,216000,94265,4554,0
2007,9,31042090,23,517600,63000,25667,1271,26
2007,9,31042090,149,517602,20483595,5406284,589570,4753
2007,9,31054000,160,517602,12235687,5595299,244500,8535
2007,9,31054000,383,517600,17500,11598,856,46
2007,9,31054000,474,517602,12523983,5858864,554625,3460
2007,9,31054000,676,517602,4085940,1979478,71100,950
2007,9,31055900,850,517600,48000,31824,960,57
2007,10,31021010,676,517602,13000000,4160000,904911,0
2007,10,31042090,23,517602,10091892,3101397,180000,3392
2007,10,31042090,249,517602,5099027,1418990,338960,2847
2007,10,31042090,383,517602,6611648,1447533,360750,2618
2007,10,31054000,249,517602,13713215,6107387,918785,8525
2007,10,31054000,676,517602,9402837,4654284,163620,7649
2007,11,31021010,676,517602,20034938,6413172,1405343,0
2007,11,31042090,23,517602,6055136,1863086,108000,2035
2007,11,31042090,383,517602,15140487,3860872,556591,5389
2007,11,31054000,383,517600,245000,173838,7128,54
2007,12,31042090,23,517602,10045862,3186584,180000,3499
2007,12,31042090,383,517602,21604993,5594661,1258176,8924
2007,12,31055900,245,517600,14400,30729,2140,0
2007,12,31059090,245,517600,9000,35736,1621,0
2007,12,31059090,383,517600,288000,131444,6396,0
2008,1,31021010,676,517602,5501889,2511506,99000,2742
2008,1,31042090,23,517602,12118226,3788764,216000,4399
2008,1,31042090,85,517602,14833633,5033169,271498,7025
2008,1,31054000,383,517600,252000,187771,6454,0
2008,1,31054000,676,517602,11250000,6830912,202500,4734
2008,1,31055900,245,517600,14400,30628,2241,0
2008,1,31059090,158,517600,168000,83176,11340,0
2008,1,31059090,245,517600,24000,42692,3712,0
2008,1,31059090,275,517600,198000,42183,6715,0
2008,1,31059090,383,517600,21000,10111,538,0
2008,2,31022100,249,517602,9875108,2885076,196954,4055
2008,2,31042090,23,517600,60000,37201,1368,37
2008,2,31055900,676,517602,4431809,1747160,88000,2466
2008,3,31054000,160,517600,91600,51893,11300,100
2008,3,31054000,383,517600,483000,376015,20133,0
2008,3,31054000,676,517600,80000,52829,5120,100
2008,3,31059090,158,517600,84000,40721,6621,0
2008,3,31059090,383,517600,168000,73530,6181,125
2008,4,31042090,383,517602,10772051,4888195,481542,9267
2008,4,31054000,249,517600,1000000,889190,57900,1652
2008,5,31042090,23,517600,60000,39535,1453,41
2008,5,31042090,85,517602,15811299,7144885,394490,6564
2008,5,31042090,149,517602,11916365,6545189,353790,9100
2008,5,31042090,383,517602,19781437,9669805,856950,11891
2008,5,31054000,160,517602,7632384,6761783,137376,7303
2008,5,31054000,249,517600,8501203,7331573,492220,8474
2008,5,31054000,474,517602,6021053,7096169,261161,7577
2008,5,31059090,245,517600,4320,21404,779,0
2008,6,31042090,383,517602,10002175,5827269,600000,17088
2008,6,31054000,160,517602,5500000,5946130,99000,6410
2008,6,31054000,474,517602,2007017,2333436,87039,0
2008,6,31054000,676,517602,21363050,26395156,946425,27280
2008,6,31059090,375,517600,210000,159770,9840,0
2008,6,31059090,383,517600,24000,22052,996,36
2008,7,31042090,149,517600,8369696,6275329,606849,0
2008,7,31042090,383,517602,12890930,7678282,789544,11172
2008,7,31054000,249,517602,18214152,22201266,1085993,57546
2008,7,31054000,383,517600,40000,54506,1993,90
2008,7,31054000,676,517600,3806188,4463352,133000,6156
2008,7,31055900,160,517602,13158771,12692557,263175,8424
2008,7,31059090,245,517600,5760,29636,1654,0
2008,7,31059090,728,517602,7155220,1800877,302095,0
2008,8,31021010,676,517600,4427921,2904716,302314,0
2008,8,31021010,831,517600,28630188,18786495,1950665,0
2008,8,31042090,85,517602,25276587,18653260,956999,14581
2008,8,31042090,383,517602,12156143,8911026,841057,2302
2008,8,31054000,474,517602,3577701,4590884,171216,0
2008,8,31059090,245,517600,2160,10918,405,0
2008,8,31059090,383,517600,24000,34778,988,57
2008,8,31059090,386,517600,10000,17912,744,0
2008,9,31022100,87,517600,6093619,2515617,180000,3524
2008,9,31042090,383,517602,23530899,19998482,1357728,21406
2008,9,31054000,383,517600,61000,156994,2828,0
2008,9,31054000,676,517602,28090884,34285937,1821014,25285
2008,9,31055900,245,517600,2160,8536,375,0
2008,9,31059090,386,517600,10000,17326,685,0
2008,9,31059090,628,517600,16103,54638,729,0
2008,10,31042090,85,517602,16338482,14720650,664794,26934
2008,10,31042090,383,517602,19939216,18575062,1116825,26232
2008,10,31054000,249,517602,11722685,14783112,579810,43677
2008,10,31059090,245,517600,16000,28387,2318,0
2008,10,31059090,386,517600,6000,12175,390,0
2008,10,31059090,628,517600,11262,29689,550,0
2008,11,31054000,160,517600,35800,75991,4176,188
2008,11,31054000,383,517600,105000,279784,4525,0
2008,11,31055900,245,517600,41760,162057,7006,0
2008,11,31059090,245,517600,48000,84166,7624,0
2008,12,31054000,676,517600,100000,148369,8425,422
2008,12,31055900,245,517600,28800,107224,4881,0
2008,12,31059090,245,517600,26190,71315,2998,0
2008,12,31059090,628,517600,9421,24108,797,0
2009,4,31042090,23,517602,5043680,3722465,90000,5063
2009,4,31054000,249,517602,4200000,1667647,105000,4473
2009,5,31022100,573,517602,9000946,1362110,271350,1977
2009,5,31054000,249,517602,17570676,5795494,492720,14568
2009,5,31054000,383,517600,210000,253801,10530,0
2009,5,31059090,245,517600,13600,18724,1145,0
2009,6,31042090,23,517602,5061545,3740284,90000,5063
2009,6,31042090,383,517602,11000000,8210669,308000,9017
2009,6,31042090,628,517602,16437885,12218647,541398,15058
2009,6,31054000,271,517602,5558437,1961323,187825,2750
2009,7,31054000,676,517602,18174950,4983156,571410,7033
2009,7,31059090,245,517600,16000,24729,1743,0
2009,8,31022100,249,517602,9191774,785749,376798,1245
2009,8,31042090,23,517600,24000,26424,426,23
2009,8,31042090,149,517602,13002144,6645423,351000,14438
2009,8,31042090,383,517600,13015684,9190030,389550,10438
2009,8,31042090,383,517602,11975649,6466856,323082,6844
2009,8,31054000,249,517602,13957048,4045469,413230,11784
2009,8,31055900,249,517602,10775802,2850496,307305,10102
2009,9,31042090,383,517602,17157061,9688131,340000,13027
2009,9,31042090,676,517602,8120618,4162449,268670,14230
2009,9,31054000,249,517602,16615498,5008863,534545,9627
2009,9,31054000,474,517602,8466945,2637658,244006,2324
2009,10,31021010,676,517602,5300049,1371804,210675,1290
2009,10,31022100,87,517602,3015332,397345,54000,638
2009,10,31042090,628,517602,7003360,3317894,175000,5073
2009,10,31054000,249,517602,9174560,2913064,359288,1580
2009,10,31054000,474,517602,7348883,2449585,240385,2181
2009,11,31042090,23,517600,48000,50219,875,44
2009,11,31042090,23,517602,7000000,3716835,126000,5594
2009,11,31054000,249,517602,8410700,2679707,287701,6674
2009,11,31059090,383,517600,82000,105586,2200,0
2009,12,31022100,87,517602,2055321,243391,36000,350
2009,12,31042090,23,517602,1030415,547765,18000,799
2009,12,31059090,245,517600,30400,48864,1271,0
2010,1,31042090,245,517602,6005783,2650841,198000,4130
2010,1,31042090,249,517602,6185160,2348608,183000,7984
2010,1,31054000,249,517602,4001243,1439069,124000,3347
2010,1,31054000,676,517602,7063919,2166296,175000,3668
2010,2,31022100,87,517602,3000355,345510,54000,548
2010,2,31054000,676,517600,40000,26080,2930,59
2010,2,31059090,158,517600,621000,616234,14291,0
2010,2,31059090,383,517600,12000,11237,330,0
2010,3,31042090,383,517602,7107759,3149667,196000,4785
2010,3,31054000,676,517600,110000,76871,7875,157
2010,3,31054000,676,517602,8723344,4260627,217975,6474
2010,4,31042090,23,517602,4144936,1555413,72000,1919
2010,4,31042090,383,517602,5032067,2091768,185000,3281
2010,4,31054000,676,517602,11777889,6162487,352800,9378
2010,5,31022100,87,517602,3505226,528581,63000,821
2010,5,31042090,249,517602,10037140,3540686,312500,8291
2010,5,31054000,249,517602,7004057,3275875,260750,7677
2010,5,31054000,383,517600,20000,17264,1374,11
2010,5,31054000,676,517602,6951707,3153516,290493,4527
2010,5,31059090,383,517600,24000,21279,550,0
2010,6,31042090,23,517602,11001711,4152794,198000,6289
2010,6,31042090,85,517602,19286937,7051855,561000,509
2010,6,31042090,158,517602,1150521,410035,44850,597
2010,6,31054000,249,517602,5574579,2532567,231000,0
2010,6,31054000,383,517600,20000,19260,807,11
2010,6,31054000,676,517602,4328392,2063625,124373,5150
2010,6,31059090,628,517600,25736,64706,891,36
2010,7,31022100,87,517602,5038261,552188,90000,869
2010,7,31042090,149,517602,25807191,8768236,1034643,16841
2010,7,31054000,249,517602,12838304,5915407,508275,9613
2010,7,31055900,249,517602,10235748,4583768,345422,10684
2010,7,31059090,245,517600,15400,20748,847,0
2010,8,31022100,87,517602,6007249,640324,108000,1016
2010,8,31042090,149,517602,10331246,3391247,401700,8158
2010,8,31054000,87,517600,90000,83527,3259,161
2010,8,31054000,249,517602,8165583,3634382,276349,8389
2010,8,31054000,383,517600,20000,20938,832,12
2010,8,31054000,676,517600,6024844,2776173,180000,4277
2010,8,31055900,245,517600,17280,38936,1543,0
2010,8,31055900,249,517602,5506558,2095379,179813,4699
2010,8,31059090,628,517600,20063,46944,638,26
2010,9,31042090,85,517602,12723649,4456270,368300,0
2010,9,31042090,149,517602,16014056,5375761,560000,8217
2010,9,31042090,249,517602,10001737,3268702,305000,7700
2010,9,31055900,245,517600,25920,62514,2371,0
2010,9,31059090,628,517600,7473,19412,669,11
2010,10,31042090,149,517602,28051636,9249070,934992,17826
2010,10,31042090,383,517602,1500000,519980,37500,299
2010,10,31054000,249,517602,8846820,4481754,323355,2473
2010,10,31054000,474,517602,12008713,6031784,358800,12691
2010,10,31055900,245,517600,10368,23693,1164,0
2010,10,31059090,158,517602,102000,89599,3327,50
2010,10,31059090,245,517600,5760,23286,647,0
2010,10,31059090,383,517600,120000,104444,4990,190
2010,11,31021010,676,517602,11788591,3968684,530622,7257
2010,11,31022100,87,517602,4008064,528178,72000,805
2010,11,31042090,23,517602,5507743,2020255,99000,3170
2010,11,31042090,85,517602,8050340,2718276,256000,1106
2010,11,31042090,149,517602,15353571,5377247,382500,7845
2010,11,31042090,158,517602,4401200,1508323,176048,0
2010,11,31042090,676,517602,10500000,3727097,333375,0
2010,11,31054000,87,517600,142200,122419,9152,76
2010,11,31054000,249,517602,7141949,3883757,227008,8869
2010,11,31054000,676,517602,15587358,8566802,464423,7897
2010,11,31055900,249,517602,3030000,1396043,96960,3236
2010,11,31059090,158,517602,1800000,1599737,58664,0
2010,11,31059090,245,517600,16000,22515,1685,0
2010,12,31022100,87,517602,6148566,972279,108000,1470
2010,12,31042090,23,517602,3014036,1111203,54000,874
2010,12,31042090,85,517602,5031135,1709748,160000,0
2010,12,31054000,87,517600,142200,127350,8759,237
2010,12,31054000,676,517600,140000,125479,10283,235
2010,12,31059090,245,517600,5760,25605,1147,0
2010,12,31059090,383,517600,48000,44962,2118,0
2011,1,31042090,23,517602,5500000,1997888,148500,2936
2011,1,31042090,149,517602,10014452,3540717,360000,8406
2011,1,31042090,158,517602,14989166,5710329,432544,0
2011,1,31042090,383,517602,951332,325455,28025,189
2011,1,31054000,474,517602,9150123,5725748,188490,3653
2011,2,31022100,831,517602,4404017,862555,272860,0
2011,2,31054000,87,517600,200000,227841,15135,422
2011,3,31042090,85,517602,15331624,6136703,456502,2822
2011,3,31054000,249,517602,14012264,8698289,381548,8332
2011,3,31054000,676,517602,17755446,10514034,635985,19895
2011,4,31022100,87,517602,3147385,626181,88200,929
2011,4,31042090,23,517600,380000,164632,26839,325
2011,4,31042090,23,517602,8394179,3548945,216000,5393
2011,4,31042090,149,517602,16054961,6678496,517221,13340
2011,4,31042090,158,517602,15295194,6208603,516905,0
2011,4,31054000,676,517602,12584349,7545828,381042,6160
2011,4,31054000,767,517602,1424300,869080,44153,490
2011,5,31022100,87,517602,5002500,940563,147000,1478
2011,5,31042090,23,517602,7500000,3115529,202500,4594
2011,5,31042090,85,517602,48860927,21685282,1033813,17636
2011,5,31054000,249,517602,9974584,6349031,319065,5465
2011,5,31054000,676,517602,9426455,5984610,282000,7562
2011,6,31022100,85,517602,5550320,1067931,163625,1626
2011,6,31042090,23,517602,11512750,4944519,339250,7241
2011,6,31042090,85,517602,23478889,11423218,694091,18700
2011,6,31054000,249,517602,10020530,6120632,300464,13321
2011,6,31054000,474,517602,7945629,5294453,213807,3861
2011,6,31055900,249,517602,10943031,6848249,328125,14894
2011,6,31055900,493,517600,40000,40555,2366,0
2011,7,31022100,87,517602,9002491,1822356,289350,2820
2011,7,31042090,149,517602,37431025,18076757,1146313,25547
2011,7,31042090,383,517602,6009638,2918093,156000,3771
2011,7,31054000,87,517600,500000,612549,33632,1122
2011,7,31054000,676,517600,4750000,3116035,142500,0
2011,7,31054000,676,517602,15217220,9733888,456515,18146
2011,7,31055900,160,517600,44000,42167,2326,0
2011,7,31059090,158,517602,1025000,1017767,30428,272
2011,8,31042090,85,517602,15378203,7769748,501586,0
2011,8,31042090,149,517602,16310873,8611216,537900,15945
2011,8,31042090,383,517602,4094919,2174902,105612,1220
2011,8,31054000,249,517602,6803419,4383702,221750,2062
2011,8,31054000,676,517602,27281743,17848255,815560,17348
2011,9,31042090,23,517602,2016577,961678,59540,1394
2011,9,31042090,85,517602,33639139,17997625,1151420,4622
2011,9,31042090,149,517602,18738069,9783166,617100,17598
2011,9,31054000,249,517602,8855700,6027420,220000,4295
2011,9,31054000,474,517602,11000000,7382162,275000,4939
2011,9,31054000,676,517602,13598253,9266635,407929,14685
2011,9,31055900,160,517600,242728,245414,15332,372
2011,9,31055900,249,517602,13767860,8861192,450014,16554
2011,10,31022100,87,517602,13582575,3176152,441525,4868
2011,10,31042090,149,517602,9069512,4760315,225000,5414
2011,10,31042090,158,517602,31047173,15529264,1013714,23643
2011,10,31054000,249,517602,5505830,3641721,165000,5305
2011,10,31054000,474,517602,4882961,3415729,157625,2648
2011,10,31054000,676,517602,9360730,6340265,280500,6871
2011,10,31055900,245,517600,18144,54980,2903,0
2011,10,31059090,158,517602,4001200,4028838,131039,2423
2011,10,31059090,245,517600,7200,37768,1534,0
2011,11,31042090,23,517600,400000,212472,11388,309
2011,11,31055900,245,517600,17280,48238,2589,0
2011,11,31059090,245,517600,14400,69719,2431,0
2011,12,31042090,149,517602,8112690,4265891,216000,6111
2011,12,31054000,676,517602,7889407,5316743,236628,1987
2011,12,31055900,160,517600,482736,492924,35074,759
2011,12,31055900,244,517600,24000,30390,2085,46
2011,12,31055900,245,517600,8640,26077,1480,0
2012,1,31054000,383,517600,40000,49883,2340,24
2012,1,31054000,676,517600,500000,563250,39200,714
2012,1,31055900,244,517600,24000,38092,1600,56
2012,2,31054000,87,517600,242000,278829,9075,342
2012,2,31054000,383,517600,60000,74832,3510,37
2012,2,31054000,474,517602,7381785,4173741,165375,934
2012,3,31042090,383,517600,1008000,543449,50022,696
2012,3,31054000,87,517600,66000,76014,2475,93
2012,3,31054000,383,517600,160000,194579,9516,95
2012,3,31055900,245,517600,8640,23474,1350,0
2012,3,31059090,245,517600,7200,33978,1125,0
2012,3,31059090,607,517600,7680,19909,1091,146
2012,4,31022100,87,517602,4507519,873015,142425,1362
2012,4,31042090,23,517602,600000,296866,17100,433
2012,4,31042090,245,517602,10121343,4748720,315000,6899
2012,4,31042090,676,517602,23706328,11353781,945748,4155
2012,4,31054000,160,517600,96000,102325,6400,0
2012,4,31054000,249,517602,14150000,7312236,410350,9422
2012,4,31054000,676,517600,20000,24727,1673,12
2012,4,31055900,493,517600,300000,348444,12790,518
2012,5,31022100,87,517602,6060847,1343564,180900,2044
2012,5,31042090,23,517602,13019209,6720856,357534,7006
2012,5,31042090,85,517600,360000,166741,28911,229
2012,5,31042090,149,517602,10120470,4951895,300000,10149
2012,5,31042090,383,517602,11176638,5197181,390500,7589
2012,5,31054000,87,517600,200000,246361,6423,300
2012,5,31054000,474,517602,12377942,6524105,311716,5045
2012,5,31054000,676,517600,200000,221806,17630,283
2012,5,31055900,244,517600,96000,117308,6000,170
2012,6,31022100,87,517602,5002148,1308354,145750,2006
2012,6,31042090,23,517602,15001263,7689409,417600,6117
2012,6,31042090,149,517602,26252802,12980280,656250,18850
2012,6,31042090,158,517602,29778046,14318978,833748,21734
2012,6,31042090,676,517602,36322930,17869046,936476,7380
2012,6,31054000,474,517602,39094630,22985832,733091,15949
2012,6,31054000,676,517600,100000,108606,8990,139
2012,6,31055900,493,517600,600000,695069,26580,1037
2012,7,31022100,87,517602,6066980,1373899,198900,2112
2012,7,31042090,149,517602,32551499,16265932,975000,26017
2012,7,31042090,383,517602,1200000,623725,30000,1234
2012,7,31054000,160,517600,150000,160763,14100,243
2012,7,31055900,493,517600,600000,684530,28580,896
2012,8,31055900,249,517602,6917840,3320816,176077,6730
2012,8,31055900,493,517600,500000,572250,22040,640
2012,9,31054000,249,517602,11032008,6570497,368500,4739
2012,9,31054000,383,517600,20000,22944,1325,11
2012,9,31054000,676,517602,10547658,6242327,312362,6271
2012,9,31055900,249,517602,10052342,5358437,258500,10941
2012,10,31022100,87,517602,10711924,2000653,383720,2799
2012,10,31042090,23,517602,15000000,7459413,405000,10877
2012,10,31042090,85,517602,8247322,4007585,280000,0
2012,10,31042090,149,517602,10500907,5285769,315000,10728
2012,10,31042090,383,517602,1053723,546636,27248,1045
2012,10,31054000,474,517602,16575584,9904699,402600,11013
2012,10,31054000,676,517600,42000,46415,3827,47
2012,10,31054000,676,517602,17439293,10311069,520200,9560
2012,10,31059090,245,517600,18000,79863,2706,0
2012,10,31059090,607,517600,23040,75460,2328,681
2012,11,31042090,23,517600,300000,148809,11872,119
2012,11,31042090,85,517602,4123661,2000107,140000,945
2012,11,31042090,149,517602,13087546,6393457,390000,6695
2012,11,31042090,158,517602,25359536,12885430,657800,12473
2012,11,31054000,87,517600,180000,194760,5826,168
2012,11,31054000,160,517600,192000,218679,19520,0
2012,11,31054000,474,517602,3315117,1991129,80520,0
2012,11,31054000,676,517602,15400309,8941094,462000,8928
2012,11,31059090,158,517602,4029380,3858001,104000,4243
2012,11,31059090,245,517600,40400,161550,9916,0
2012,12,31042090,23,517600,1098000,551059,32625,386
2012,12,31042090,23,517602,11000000,5525099,297000,3273
2012,12,31042090,149,517602,10035094,4810551,300000,2860
2012,12,31042090,676,517602,8250312,3704610,290813,3426
2012,12,31054000,87,517600,40000,51378,2790,99
2012,12,31055900,160,517602,5685000,2385620,170550,1433
2012,12,31059090,607,517600,1800,5872,330,122
2013,1,31022100,573,517602,5317283,1324439,132645,796
2013,1,31054000,676,517600,22000,23688,1755,11
2013,1,31054000,676,517602,4674955,2468045,138600,2382
2013,1,31055900,245,517600,11520,30989,3529,0
2013,2,31022100,87,517602,4415065,882308,129800,554
2013,2,31042090,383,517602,3000000,1332601,103500,652
2013,2,31054000,383,517600,80000,85417,5300,51
2013,2,31054000,676,517600,24000,25585,1784,12
2013,3,31054000,474,517602,7650000,3975643,145350,1129
2013,3,31055900,244,517600,48000,63248,3000,69
2013,3,31055900,245,517600,23040,63777,6693,0
2013,3,31055900,493,517600,300000,340642,17575,386
2013,4,31042090,23,517600,400000,179018,12285,158
2013,4,31042090,149,517602,3500280,1432863,105000,633
2013,4,31054000,383,517600,180000,193543,12180,204
2013,4,31054000,676,517600,275000,282083,14594,237
2013,4,31054000,820,517602,5727423,2880558,118250,1617
2013,4,31055900,244,517600,96000,102002,6000,111
2013,4,31055900,493,517600,400000,454483,23060,514
2013,4,31059090,245,517600,8000,11511,750,0
2013,5,31021010,573,517600,200560,79973,12483,38
2013,5,31042090,23,517600,200000,88506,6089,78
2013,5,31042090,149,517602,12000958,4825841,360000,3583
2013,5,31042090,158,517602,26211195,10452901,773056,11955
2013,5,31042090,676,517602,5500000,2338047,217250,2103
2013,5,31054000,87,517600,100000,109030,5212,96
2013,5,31054000,249,517602,5496249,2726223,152521,0
2013,5,31054000,676,517600,25000,28140,1835,13
2013,5,31059090,158,517602,2500000,2374448,73750,2641
2013,5,31059090,245,517600,8000,11505,753,0
2013,6,31021010,831,517602,7164975,2862583,218790,1042
2013,6,31022100,87,517602,5653847,1265369,119638,759
2013,6,31042090,23,517600,240000,105987,7374,94
2013,6,31042090,149,517602,31863507,13296021,867500,6081
2013,6,31054000,676,517600,100000,106033,5240,94
2013,6,31054000,676,517602,7500700,4035022,225000,3944
2013,6,31055900,244,517600,144000,151622,15935,180
2013,6,31055900,493,517600,1000000,1142379,56605,1290
2013,7,31042090,23,517600,1648000,733519,60100,499
2013,7,31042090,23,517602,14184221,6139782,414127,4583
2013,7,31042090,149,517602,14831328,6143312,370000,3640
2013,7,31042090,676,517600,5685122,2416347,155375,1143
2013,7,31042090,676,517602,23269068,9595370,920320,3723
2013,7,31054000,160,517600,400000,402738,27473,243
2013,7,31054000,474,517602,28351124,15449204,453600,14081
2013,7,31054000,676,517600,27500,29909,2300,56
2013,7,31054000,676,517602,1100549,581824,33000,1041
2013,7,31055900,493,517600,200000,227807,10940,257
2013,8,31021010,676,517602,11220358,4043430,329450,3520
2013,8,31022100,87,517602,4907223,938425,181920,604
2013,8,31042090,149,517602,15000589,6029935,450000,12351
2013,8,31042090,383,517602,9904428,4069799,224363,2346
2013,8,31042090,676,517602,3316443,1391746,126886,0
2013,8,31054000,474,517602,10500418,5709649,168000,2093
2013,8,31054000,676,517600,25000,28139,1835,13
2013,8,31054000,676,517602,22259622,11009341,667628,4932
2013,8,31055900,160,517600,396000,376442,29687,438
2013,8,31055900,244,517600,48000,58491,5482,69
2013,8,31055900,245,517600,11520,31600,2695,0
2013,8,31055900,493,517600,200000,225844,10890,255
2013,8,31059090,245,517600,14400,67284,1868,0
2013,9,31021010,573,517600,327000,136181,21302,61
2013,9,31021010,676,517600,3402614,1201920,112200,735
2013,9,31042090,23,517600,200000,81368,10241,77
2013,9,31042090,149,517602,15754064,6040998,551250,3694
2013,9,31042090,383,517602,8100070,3080272,183060,2439
2013,9,31054000,160,517602,13317597,5942904,457125,1748
2013,9,31054000,474,517602,4788545,2479437,92820,1533
2013,9,31054000,676,517600,315500,337802,16215,331
2013,9,31055900,160,517600,411840,393472,22832,448
2013,9,31055900,160,517602,9160787,3664184,229000,2503
2013,9,31055900,244,517600,192000,182735,20727,220
2013,9,31059090,403,517600,120000,107698,7865,129
2013,9,31059090,628,517600,204324,409552,14960,173
2013,10,31022100,87,517600,6637980,1195319,214180,768
2013,10,31022100,87,517602,13680372,2076761,399095,1331
2013,10,31042090,23,517600,300000,123623,13625,59
