ANO,MES,NCM,PAIS,URF,KG,FOB,FRETE,SEGURO
2013,10,31042090,149,517602,5077310,1980997,177660,565
2013,10,31042090,158,517602,27622000,11514239,662928,13023
2013,10,31042090,383,517600,11311905,4145991,302543,2491
2013,10,31042090,383,517602,12850110,5244313,290410,3535
2013,10,31042090,676,517602,17602231,6824549,567600,1137
2013,10,31054000,474,517602,26330070,13138931,575207,10247
2013,10,31054000,676,517600,25000,28444,1795,12
2013,10,31059090,158,517602,4552100,4706526,109250,5205
2013,10,31059090,245,517600,28800,132811,7267,0
2013,10,31059090,403,517600,72000,65358,4716,78
2013,10,31059090,628,517600,80158,194573,5304,81
2013,11,31021010,160,517600,9360225,2964817,324825,1795
2013,11,31021010,573,517600,527560,191418,33635,89
2013,11,31022100,87,517602,4066170,463610,161170,328
2013,11,31042090,85,517602,10356889,4078952,217486,2949
2013,11,31042090,158,517602,16253882,6221136,434765,7097
2013,11,31042090,383,517602,11930809,4353478,342729,2625
2013,11,31054000,676,517600,245000,264766,15805,12
2013,11,31054000,676,517602,9939192,4492642,339900,2434
2013,11,31055900,160,517600,7125000,2622207,252938,1607
2013,11,31055900,244,517600,96000,91685,10343,110
2013,11,31059090,403,517600,96000,87042,6282,104
2013,11,31059090,628,517600,22542,64850,1336,27
2013,12,31042090,85,517602,7900311,2979735,165900,2349
2013,12,31042090,383,517602,13389336,4699071,360936,2710
2013,12,31054000,474,517600,17181817,7318711,408003,4387
2013,12,31054000,676,517600,25000,27543,1795,12
2013,12,31059090,158,517602,3001700,3004103,81946,3334
2014,1,31021010,573,517600,204920,67308,12766,31
2014,1,31042090,149,517602,11566045,3855283,346500,1230
2014,1,31042090,158,517602,6000494,2209794,160500,251
2014,1,31054000,474,517602,14314841,5661900,378994,1603
2014,1,31054000,676,517600,140000,146747,3050,65
2014,1,31054000,676,517602,4960757,2227114,178193,219
2014,1,31055900,245,517600,31290,85390,8766,0
2014,1,31055900,493,517600,340000,335098,18502,380
2014,1,31059090,245,517600,8000,11103,1148,0
2014,1,31059090,607,517600,34560,120413,6183,1109
2014,2,31021010,160,517602,18177797,5881938,453750,3530
2014,2,31021010,676,517602,3140525,961688,131260,604
2014,2,31022100,87,517602,5000000,540271,225000,415
2014,2,31022100,676,517600,141600,28963,6550,19
2014,2,31042090,158,517602,20014418,5861385,625200,6890
2014,2,31042090,245,517600,5000347,1442538,157500,630
2014,2,31054000,160,517600,161000,147208,15050,92
2014,2,31054000,676,517600,25000,25627,1795,11
2014,2,31055900,245,517600,16500,38609,3072,0
2014,2,31059090,158,517602,4605340,4207551,143788,4695
2014,2,31059090,403,517600,24000,21254,1535,21
2014,3,31022100,23,517600,3003957,414603,104490,283
2014,3,31042090,23,517600,1202121,357063,36996,220
2014,3,31042090,85,517602,15188616,4470894,480000,0
2014,3,31042090,149,517602,5047985,1459824,150000,673
2014,3,31054000,676,517600,300000,307479,16030,139
2014,3,31059090,403,517600,144000,127054,9439,124
2014,3,31059090,607,517600,12672,40667,1960,411
2014,4,31042090,149,517602,5063120,1446776,150000,1599
2014,4,31042090,249,517600,5000250,1320106,185000,1735
2014,4,31054000,160,517600,336000,319603,23556,370
2014,4,31054000,249,517602,4976018,2305072,133855,0
2014,4,31059090,403,517600,48000,41976,3550,41
2014,5,31022100,87,517600,5401065,801037,163472,522
2014,5,31042090,85,517602,16637941,4656261,470230,2831
2014,5,31042090,149,517602,7281183,2381542,217500,1377
2014,5,31042090,383,517600,10014463,3250952,232000,7248
2014,5,31042090,676,517602,14208825,4188113,502325,1989
2014,5,31054000,160,517600,46000,42160,2432,18
2014,5,31054000,474,517602,26250000,13176060,388500,6967
2014,5,31054000,676,517600,50000,52433,3510,23
2014,5,31055900,244,517600,96000,91592,10543,110
2014,5,31055900,249,517602,13613292,6044432,363091,7472
2014,6,31042090,23,517602,10000851,2922046,307500,1844
2014,6,31042090,158,517602,25037669,7735997,677458,11754
2014,6,31054000,160,517600,320000,273551,26111,130
2014,6,31054000,249,517602,12617515,5660766,268986,6947
2014,6,31054000,474,517602,7500000,3576476,111000,1602
2014,6,31055900,244,517600,96000,92179,10326,110
2014,6,31055900,245,517600,16500,39135,1772,0
2014,6,31059090,158,517602,2600000,2387629,70590,2653
2014,6,31059090,245,517600,16000,21599,2530,0
2014,6,31059090,628,517600,24592,42399,1909,18
2014,7,31022100,87,517602,5132316,686764,187209,474
2014,7,31042090,23,517602,5097232,1588215,162500,726
2014,7,31042090,85,517602,26749391,7800795,825250,4756
2014,7,31042090,149,517602,15069193,4724816,450000,5953
2014,7,31042090,158,517602,5023749,1579937,135750,908
2014,7,31042090,383,517602,41224692,13334874,974240,18861
2014,7,31054000,160,517600,220000,188133,17962,89
2014,7,31054000,249,517602,11647307,5246969,309970,1542
2014,7,31054000,474,517602,14299864,6821370,225940,2765
2014,7,31054000,676,517600,220000,251849,9940,287
2014,7,31054000,676,517602,9004517,4010765,319500,1093
2014,7,31055900,245,517600,9900,22693,1499,0
2014,7,31059090,245,517600,30400,90356,4625,0
2014,7,31059090,628,517600,78312,179149,6109,75
2014,8,31021010,831,517600,5264477,1697824,136500,1021
2014,8,31022100,87,517600,5300000,708521,156350,470
2014,8,31022100,87,517602,4003329,458512,156000,332
2014,8,31042090,23,517600,10000804,3225215,280725,1461
2014,8,31042090,85,517602,11009045,3678611,302500,0
2014,8,31042090,149,517602,34633322,11554004,1032480,10121
2014,8,31042090,158,517602,5000100,1562930,129253,1797
2014,8,31054000,160,517600,902000,650244,58475,395
2014,8,31054000,474,517602,5500000,2607211,86900,1439
2014,8,31055900,244,517600,192000,205741,20686,244
2014,9,31021010,676,517600,1832940,635142,26400,346
2014,9,31022100,87,517602,8407686,1059385,273000,721
2014,9,31042090,149,517602,23408935,7800792,702000,4295
2014,9,31042090,158,517602,7501549,2494899,193875,1431
2014,9,31054000,160,517600,1022000,733124,80127,803
2014,9,31054000,249,517602,26131441,12073674,681004,7875
2014,9,31054000,474,517600,7700548,3964023,155925,968
2014,9,31054000,474,517602,14026772,7105968,279266,2889
2014,9,31055900,244,517600,96000,93798,10343,112
2014,9,31055900,249,517602,3503527,1525996,82699,1856
2014,9,31059090,403,517600,48000,41903,3308,43
2014,10,31021010,53,517602,10009322,2988806,322500,979
2014,10,31021010,198,517600,16003083,4802154,476000,3366
2014,10,31021010,676,517600,2014000,705927,31000,335
2014,10,31042090,149,517602,23100000,7618703,693000,5977
2014,10,31042090,158,517602,46032686,15373565,1213752,17042
2014,10,31054000,160,517600,812000,581708,71707,440
2014,10,31054000,474,517600,11000782,5342955,222750,3565
2014,10,31054000,474,517602,9462000,4864977,223303,1807
2014,10,31055900,160,517602,7395691,2606363,154917,1540
2014,10,31055900,244,517600,72000,88355,7757,104
2014,10,31055900,249,517602,4541981,2179094,92250,2650
2014,10,31059090,158,517602,3901300,3612946,105342,4014
2014,10,31059090,403,517600,72000,60277,7381,65
2014,11,31021010,573,517600,218000,55420,8393,26
2014,11,31021010,676,517600,3323500,1240422,57565,443
2014,11,31022100,87,517602,11574740,1759204,338250,1143
2014,11,31042090,23,517600,22067902,7163154,627000,4044
2014,11,31042090,85,517602,14962701,5233611,390000,0
2014,11,31042090,158,517602,25535600,8820860,660095,8575
2014,11,31054000,160,517600,976000,692656,84959,310
2014,11,31054000,493,517602,9032297,4150916,401593,1983
2014,11,31055900,160,517600,7697149,2673994,335097,1678
2014,11,31055900,245,517600,3300,7131,304,0
2014,11,31059090,158,517602,2701300,2497248,69842,2773
2014,11,31059090,403,517600,96000,84024,5940,87
2014,11,31059090,628,517600,16419,17679,1585,8
2014,12,31021010,198,517602,6300832,2210155,167832,1333
2014,12,31021010,676,517600,748800,282342,13000,101
2014,12,31022100,573,517602,1656229,362914,46875,206
2014,12,31042090,149,517602,7737854,2611739,231630,3315
2014,12,31054000,160,517600,1112000,805214,94046,778
2014,12,31054000,249,517602,12044228,5639121,380227,3930
2014,12,31054000,676,517600,75000,72069,5495,32
2014,12,31059090,607,517600,8640,21878,506,148
2015,1,31021010,676,517602,2681783,852542,78750,511
2015,1,31042090,23,517602,7001783,2126963,234500,1271
2015,1,31042090,245,517602,7293863,2554834,194250,1481
2015,1,31054000,160,517600,807000,603039,72137,725
2015,1,31054000,493,517602,8254396,4158648,367125,1091
2015,1,31054000,676,517600,200000,192119,14450,85
2015,1,31055900,244,517600,48000,59231,5272,70
2015,1,31055900,245,517600,9075,19410,874,0
2015,2,31022100,23,517602,3000424,665966,100500,226
2015,2,31042090,149,517602,10040631,3470315,298590,2738
2015,2,31042090,158,517602,28828569,9499589,776579,10942
2015,2,31042090,383,517602,3800072,1355026,98800,1415
2015,2,31054000,160,517602,9885437,5020617,246250,277
2015,2,31055900,244,517600,96000,93543,10463,112
2015,2,31059090,158,517602,2500800,2013232,67647,2247
2015,2,31059090,245,517600,16000,19872,1429,0
2015,3,31022100,87,517602,5380114,792078,154875,491
2015,3,31042090,23,517602,10055112,3403462,275000,1980
2015,3,31054000,160,517600,594000,488475,40824,569
2015,3,31054000,249,517602,8721162,4306176,233550,2771
2015,3,31059090,245,517600,14400,62131,870,0
2015,4,31022100,160,517602,2200700,343146,55000,116
2015,4,31042090,149,517602,12598492,4282177,378000,3104
2015,4,31042090,383,517602,5500000,1874649,113850,2210
2015,4,31054000,160,517600,1098000,823744,84252,977
2015,4,31055900,160,517602,7894992,3145508,196250,1801
2015,5,31042090,23,517602,6976546,2330437,223790,1386
2015,5,31042090,149,517602,16971752,5640063,402528,4193
2015,5,31054000,160,517600,1232000,871297,74972,1017
2015,5,31054000,249,517602,10775229,5301570,263426,4439
2015,5,31059090,245,517600,28800,111467,2255,0
2015,5,31059090,628,517600,49184,94075,2794,41
2015,6,31022100,87,517602,4575998,699581,95625,414
2015,6,31042090,149,517602,30635271,9671686,915000,3989
2015,6,31054000,160,517602,14738538,6187015,395850,3495
2015,6,31054000,249,517602,12668329,6107189,328503,3051
2015,6,31054000,474,517602,9515022,4564874,142025,1429
2015,6,31054000,676,517600,165000,121359,7400,138
2015,6,31055900,244,517600,96000,93414,10490,112
2015,6,31055900,249,517602,5114628,2376044,132552,2969
2015,6,31059090,245,517600,16000,16129,1358,0
2015,7,31021010,676,517600,1152000,330321,18385,119
2015,7,31022100,87,517602,7000000,990150,178500,616
2015,7,31042090,85,517602,10358469,3394751,188500,1870
2015,7,31042090,149,517602,7028511,2298544,210000,1004
2015,7,31054000,160,517600,462000,308565,23275,99
2015,7,31054000,160,517602,3000000,1261124,81900,882
2015,7,31054000,249,517602,11066826,5135945,234850,2155
2015,7,31055900,160,517602,9454589,3644489,234950,1160
2015,7,31059090,628,517600,24592,43681,862,18
2015,8,31021010,198,517602,3689138,947289,68400,392
2015,8,31042090,85,517600,1094400,354982,24320,131
2015,8,31042090,149,517602,13480691,4388011,287209,1530
2015,8,31042090,158,517602,41356100,12609895,889059,10808
2015,8,31042090,676,517602,6601791,2126864,105600,891
2015,8,31054000,160,517600,696000,474238,32625,435
2015,8,31054000,249,517602,6553132,3224310,143542,1802
2015,8,31054000,474,517602,12689862,6333502,171250,3131
2015,8,31055900,244,517600,144000,152431,15735,182
2015,8,31059090,245,517600,30400,74896,1514,0
2015,9,31021010,198,517602,4867613,1422953,90250,794
2015,9,31022100,87,517602,8353953,1220100,212000,726
2015,9,31042090,23,517602,2200000,642347,78100,389
2015,9,31042090,85,517602,13859043,4415785,366249,2753
2015,9,31042090,149,517600,6201326,1964154,136400,557
2015,9,31042090,149,517602,49041772,15430538,1324080,18334
2015,9,31042090,158,517602,2500900,753758,50018,844
2015,9,31042090,676,517602,15004071,4662973,240000,2640
2015,9,31054000,160,517600,836000,559644,29700,363
2015,9,31054000,160,517602,15500175,6623201,421250,3772
2015,9,31054000,249,517602,4129570,2135502,90562,0
2015,9,31054000,383,517600,21000,24210,1196,0
2015,9,31054000,493,517600,400000,281522,18560,322
2015,9,31054000,676,517600,55000,39620,2500,17
2015,9,31055900,160,517602,4229629,1578830,120750,912
2015,9,31055900,245,517600,49500,154293,3697,0
2015,9,31055900,249,517602,10507749,4403425,230447,5487
2015,9,31059090,158,517602,6150411,5758907,131932,6283
2015,10,31022100,160,517602,8446623,1041832,294000,702
2015,10,31042090,23,517602,7541423,2231289,266250,1341
2015,10,31042090,149,517602,21346753,6301118,596174,6232
2015,10,31042090,383,517602,11160655,3543553,193175,2373
2015,10,31054000,160,517602,8000215,3506222,200000,1202
2015,10,31054000,249,517602,6555569,2919688,159376,3639
2015,10,31054000,493,517600,940000,655991,43602,752
2015,10,31055900,245,517600,16500,53697,829,0
2015,10,31059090,245,517600,16000,17859,804,0
2015,10,31059090,628,517600,188645,341472,10698,146
2015,11,31042090,85,517602,13916858,4036284,391545,2129
2015,11,31042090,158,517602,10019499,2776393,223563,3159
2015,11,31054000,249,517602,8665852,4061754,208848,2573
2015,11,31054000,493,517600,1720000,1196584,73100,1364
2015,11,31054000,676,517602,2772733,1341980,66000,0
2015,11,31059090,158,517602,5398567,4359094,118578,4897
2015,11,31059090,607,517600,1152,2516,68,11
2015,11,31059090,628,517600,62816,168318,5146,72
2015,12,31042090,23,517602,4000000,1064229,114000,682
2015,12,31042090,85,517602,4033830,1124486,83000,780
2015,12,31042090,158,517602,16195936,4491627,357627,5053
2015,12,31055900,244,517600,48000,62463,2200,72
2015,12,31059090,158,517602,1645207,1549193,32500,1681
2015,12,31059090,245,517600,28800,113439,2058,0
2016,1,31022100,87,517602,1525000,312515,40413,189
2016,1,31054000,676,517600,82500,57573,4625,26
2016,1,31059090,158,517602,523236,386143,11208,423
2016,1,31059090,249,517600,4789,29427,4504,18
2016,1,31059090,607,517600,3456,7503,142,29
2016,2,31042090,23,517602,14008146,3584253,437330,2124
2016,2,31054000,160,517600,424000,280268,16125,119
2016,2,31054000,249,517602,5264371,1951482,155663,1118
2016,2,31054000,676,517600,55000,39023,2550,15
2016,2,31054000,676,517602,5545467,2548642,132000,913
2016,2,31055900,160,517602,8115286,2973885,197225,1105
2016,3,31042090,85,517602,441790,131030,12430,56
2016,3,31042090,158,517602,8976100,2884870,179522,3226
2016,3,31054000,249,517602,6259527,2161160,112595,423
2016,3,31054000,676,517600,55000,37904,2500,13
2016,3,31055900,160,517602,1669629,705202,36750,228
2016,4,31022100,87,517602,4827151,653179,96390,385
2016,4,31042090,23,517602,6000000,1288361,127320,744
2016,4,31042090,149,517602,12066534,2526318,391000,1813
2016,4,31054000,160,517600,408000,267253,16150,304
2016,4,31054000,249,517602,1000678,322666,18000,181
2016,4,31054000,676,517600,82500,56835,2565,20
2016,4,31055900,245,517600,16500,48415,914,0
2016,4,31059090,245,517600,30400,69836,1828,0
2016,5,31042090,23,517602,6000000,1529562,122400,873
2016,5,31042090,85,517602,4969244,1068431,91080,374
2016,5,31042090,149,517602,4964416,1070631,156800,317
2016,5,31042090,158,517602,34850100,6975055,777293,5231
2016,5,31054000,160,517600,408000,267316,10200,298
2016,5,31054000,249,517602,10524010,3766588,211391,2489
2016,5,31055900,244,517600,72000,88674,3880,103
2016,5,31055900,249,517602,4300515,1576211,87085,1970
2016,5,31059090,158,517602,5002000,3919786,111795,4508
2016,5,31059090,607,517600,8640,23482,389,145
2016,6,31042090,85,517602,7150088,1614368,128700,564
2016,6,31054000,160,517600,718000,449504,17050,124
2016,6,31054000,676,517600,302500,192361,9065,172
2016,6,31059090,245,517600,30400,73204,1803,0
2016,6,31059090,607,517600,2304,5318,167,28
2016,7,31022100,87,517602,5200000,646909,113100,392
2016,7,31042090,23,517602,47087088,10205752,909800,5827
2016,7,31042090,149,517602,12982280,2695952,389310,2492
2016,7,31042090,628,517602,12463980,2732805,272611,3496
2016,7,31042090,676,517600,504000,112906,4680,31
2016,7,31054000,160,517600,720000,450589,53205,417
2016,7,31054000,474,517602,14604883,5366477,181970,1351
2016,7,31054000,676,517600,550000,346131,16300,345
2016,7,31054000,676,517602,23551158,8233742,456607,4379
2016,7,31055900,245,517600,16500,50167,1544,0
2016,7,31059090,245,517600,16000,16325,1548,0
2016,7,31059090,628,517600,23751,56702,500,19
2016,8,31022100,87,517602,8962330,1128192,157975,638
2016,8,31042090,85,517602,16936720,3808377,308008,1601
2016,8,31042090,149,517600,18888154,3824424,496023,2026
2016,8,31042090,676,517600,986000,213387,12580,60
2016,8,31054000,249,517600,10363722,3416578,216203,4253
2016,8,31054000,474,517600,7700770,2738204,79541,745
2016,8,31054000,474,517602,9550551,3423693,116615,1149
2016,8,31054000,676,517600,247500,149372,11545,173
2016,8,31055900,249,517600,9826919,3327563,207854,4202
2016,8,31059090,628,517600,64671,142574,1955,48
2016,9,31042090,149,517600,4769543,951381,86688,1177
2016,9,31042090,158,517600,8502300,1583988,172172,1852
2016,9,31042090,676,517600,16330822,3444040,301550,1464
2016,9,31054000,249,517600,1006640,363841,21000,0
2016,9,31054000,383,517600,67500,47464,1230,0
2016,9,31054000,676,517600,967500,604131,33252,571
2016,9,31059090,158,517600,1251300,983899,25339,1128
2016,9,31059090,607,517600,6912,15503,281,64
2016,9,31059090,628,517600,59523,114139,2055,39
2016,10,31042090,23,517600,6007727,1373249,122820,473
2016,10,31042090,149,517600,2004084,423514,42000,120
2016,10,31042090,158,517600,17601230,3571026,366889,1705
2016,10,31042090,676,517600,280000,66783,4025,19
2016,10,31054000,53,517600,8109826,2863133,120000,1536
2016,10,31054000,160,517600,72000,43663,8700,0
2016,10,31054000,383,517600,168000,197905,5600,0
2016,10,31054000,474,517600,7001425,2516603,81550,1207
2016,10,31054000,676,517600,922500,581941,26957,582
2016,10,31055900,245,517600,16500,47819,1748,0
2016,10,31059090,245,517600,14400,53630,1525,0
2016,10,31059090,628,517600,140101,328696,2711,111
2016,11,31042090,676,517600,728000,176414,7725,49
2016,11,31054000,160,517600,300000,175176,38400,58
2016,11,31054000,383,517600,109500,95478,4020,0
2016,11,31054000,493,517600,300000,222459,10500,250
2016,11,31054000,676,517600,300000,189365,9764,161
2016,11,31059090,383,517600,48000,39035,1572,36
2016,11,31059090,628,517600,132431,293465,4417,99
2016,12,31042090,23,517600,5006440,1117819,102350,6199
2016,12,31054000,87,517600,144000,100785,5112,114
2016,12,31054000,160,517600,408000,235756,48450,305
2016,12,31054000,383,517600,210000,247539,6960,0
2016,12,31054000,493,517600,300000,222374,10500,250
2016,12,31054000,676,517600,672500,427666,14774,405
2016,12,31059090,383,517600,72000,58518,2358,53
2016,12,31059090,628,517600,115957,219708,3945,75
2017,1,31021010,240,517600,10962951,2327011,159950,797
2017,1,31021010,676,517600,19841951,3838039,459187,1593
2017,1,31022100,87,517600,6001866,713284,118800,404
2017,1,31042090,23,517600,18007607,4075398,354550,1824
2017,1,31042090,85,517600,9902720,2173873,195525,1076
2017,1,31042090,149,517600,24027104,5156885,504000,6519
2017,1,31042090,158,517600,46576588,9577427,1129685,4608
2017,1,31042090,383,517600,8072776,1820708,140800,1629
2017,1,31042090,676,517600,22444051,4981602,549035,1944
2017,1,31054000,160,517600,500000,292216,48000,92
2017,1,31054000,249,517600,23399618,7795055,513783,3558
2017,1,31054000,474,517600,33211420,11863657,411470,3269
2017,1,31054000,676,517600,3296452,1210350,76500,501
2017,1,31059090,158,517600,2610993,2031967,63027,2310
2017,2,31021010,676,517600,5002676,1098482,109000,314
2017,2,31042090,85,517600,5565879,1235991,194975,368
2017,2,31042090,149,517600,2000689,476855,42000,135
2017,2,31042090,676,517600,5027082,1189748,116250,339
2017,2,31054000,160,517600,720000,407880,77411,350
2017,2,31054000,249,517600,1000000,333421,21500,184
2017,2,31054000,474,517600,8804388,3098000,152690,427
2017,2,31054000,676,517600,498500,333000,7246,155
2017,2,31059090,158,517600,1250000,982876,25313,1127
2017,2,31059090,607,517600,240,771,14,7
2017,3,31021010,154,517600,5002341,1511247,83750,419
2017,3,31022100,87,517600,6000412,744441,150000,437
2017,3,31022100,160,517600,7094186,856893,162750,488
2017,3,31042090,23,517600,5035419,1179864,101700,647
2017,3,31042090,158,517600,7984437,1672010,143060,1866
2017,3,31042090,383,517600,10292791,2239735,179520,1098
2017,3,31042090,676,517600,522000,130686,5616,35
2017,3,31054000,160,517600,1008000,652908,94500,802
2017,3,31054000,249,517600,2998664,886469,89510,1139
2017,3,31054000,474,517600,8906957,2953880,151460,1431
2017,3,31054000,676,517600,687500,438565,11250,419
2017,3,31055900,244,517600,96000,70604,3000,81
2017,3,31059090,158,517600,1200727,905813,21540,1027
2017,3,31059090,245,517600,30400,66356,1824,0
2017,3,31059090,383,517600,192000,156141,6488,156
2017,3,31059090,607,517600,12672,29111,790,119
2017,3,31059090,628,517600,98368,175786,2587,75
2017,4,31021010,154,517600,5002340,1374732,83750,381
2017,4,31042090,85,517600,17222586,4109386,431255,2134
2017,4,31042090,158,517600,7043824,1475038,126206,1646
2017,4,31054000,676,517600,84000,54327,1200,59
2017,4,31055900,244,517600,552000,415277,28970,491
2017,4,31055900,249,517600,10014656,3186634,256750,2954
2017,4,31059090,158,517600,2001612,1509990,35907,1713
2017,4,31059090,403,517600,72000,57725,3585,58
2017,5,31022100,160,517600,3040366,372469,69750,212
2017,5,31042090,23,517600,10106146,2431949,186500,1321
2017,5,31042090,676,517600,14451181,3368466,334760,1592
2017,5,31054000,160,517600,225000,131150,23781,42
2017,5,31054000,249,517600,4000000,1495733,81800,1829
2017,5,31054000,676,517600,22516712,8465170,490000,3396
2017,5,31059090,245,517600,14400,51157,843,0
2017,6,31042090,149,517600,12002032,3081367,224500,3638
2017,6,31042090,676,517600,14319676,3495374,300583,1223
2017,6,31054000,160,517600,874950,531201,78616,472
2017,6,31054000,249,517600,4017471,1425334,79000,1744
2017,6,31054000,676,517600,1787759,689616,41025,218
2017,6,31055900,249,517600,4418776,1520485,86885,1812
2017,6,31059090,158,517600,1006154,520358,14750,586
2017,6,31059090,245,517600,32000,32099,1955,0
2017,6,31059090,403,517600,144000,115257,7170,117
2017,7,31042090,149,517600,10327362,2727616,187975,3314
2017,7,31042090,158,517600,10112339,2367075,148828,1975
2017,7,31042090,676,517600,13270860,3427929,298760,1299
2017,7,31054000,249,517600,5905972,2077091,118667,0
2017,7,31054000,474,517600,5745000,2133730,90484,854
2017,7,31054000,676,517600,23102622,8691686,534600,1883
2017,7,31059090,158,517600,4006654,2771151,59007,3121
2017,8,31022100,87,517600,6503150,708211,164125,420
2017,8,31042090,85,517600,12500000,3247187,311875,1424
2017,8,31042090,149,517600,33054082,8458916,586077,6169
2017,8,31042090,158,517600,13896195,3192022,204904,3518
2017,8,31042090,676,517600,14873666,3919823,351738,1699
2017,8,31054000,160,517600,8832053,3190629,200200,953
2017,8,31054000,249,517600,15029754,5243291,309246,5272
2017,8,31054000,474,517600,6000000,2251353,94500,623
2017,8,31054000,676,517600,6616697,2890271,132910,1311
2017,8,31055900,160,517600,10384262,3053401,188888,1875
2017,8,31055900,249,517600,6802109,2460971,152033,2950
2017,8,31059090,158,517600,4011691,2598770,59016,2935
2017,8,31059090,383,517600,6000,3123,100,3
2017,8,31059090,628,517600,49184,87915,1248,37
2017,9,31021010,831,517602,25991059,1936336,259909,1537
2017,9,31042090,149,517600,13407889,3676649,223550,4366
2017,9,31042090,158,517600,23971554,6047594,351081,2476
2017,9,31042090,676,517600,14950502,4007322,309465,1504
2017,9,31054000,160,517600,6117719,2150680,152092,1215
2017,9,31054000,249,517600,13576703,4430759,304240,4067
2017,9,31054000,474,517600,10942632,4055169,164379,722
2017,9,31054000,676,517600,696000,459963,15205,412
2017,9,31055900,249,517600,10508341,3509457,193200,4158
2017,9,31059090,628,517600,49184,87398,1810,37
2017,10,31021010,556,517600,9482049,2028901,157842,556
2017,10,31022100,87,517600,7503833,799959,203963,377
2017,10,31042090,149,517600,30642397,8463620,535639,6336
2017,10,31042090,383,517600,4000000,1037517,71600,1736
2017,10,31042090,676,517600,7550253,2043763,156285,576
2017,10,31054000,160,517600,96000,60082,14400,64
2017,10,31054000,249,517600,3307274,1072632,60720,0
2017,10,31054000,474,517600,5210968,1898826,78278,521
2017,10,31054000,676,517600,476000,320717,5440,350
2017,10,31055900,245,517600,33000,99683,3107,0
2017,10,31055900,249,517600,5992681,1989443,142677,2408
2017,10,31059090,245,517600,14400,56630,1356,0
2017,10,31059090,628,517600,127140,372015,4673,157
2017,11,31021010,676,517600,6792664,1252018,238640,673
2017,11,31042090,149,517600,7020010,1998845,127750,2287
2017,11,31042090,158,517600,4038401,951485,67000,1045
2017,11,31042090,383,517600,3312439,806402,59070,1345
2017,11,31042090,676,517600,14082852,3793125,337200,1440
2017,11,31054000,249,517600,9068475,2943610,216000,3566
2017,11,31054000,676,517600,952000,653781,15838,719
2017,11,31055900,245,517600,33000,100145,2639,0
2017,11,31059090,158,517600,2501267,1872534,41875,2112
2017,11,31059090,245,517600,16000,17120,1279,0
2017,11,31059090,383,517600,24000,12134,745,11
2017,11,31059090,573,517600,24000,28538,603,12
2017,11,31059090,628,517600,73149,177834,3226,75
2017,12,31021010,556,517600,11155619,3009818,255750,844
2017,12,31022100,160,517600,8151320,1145535,166000,637
2017,12,31042090,23,517600,10016393,2636901,209000,1455
2017,12,31042090,149,517600,10028585,2640046,182500,720
2017,12,31042090,158,517600,16389763,4178380,271390,1952
2017,12,31042090,383,517600,3886689,1049287,66413,1021
2017,12,31042090,676,517600,24616342,6667610,583423,2646
2017,12,31054000,160,517600,225000,130802,20076,41
2017,12,31054000,249,517600,4000000,1352433,118800,1661
2017,12,31054000,474,517600,12134811,4200967,184052,1344
2017,12,31054000,676,517600,695000,484074,9930,402
2017,12,31059090,158,517600,2501267,1864591,41875,2112
2017,12,31059090,628,517600,23751,57149,436,24
2018,1,31021010,556,517600,8084967,2096714,186400,592
2018,1,31022100,23,517800,72000,16560,1512,0
2018,1,31042090,149,517600,5003121,1537803,91250,1704
2018,1,31042090,158,517600,11723814,3192651,190328,1019
2018,1,31042090,383,517600,6784040,1698877,115920,920
2018,1,31042090,676,517600,8670923,2358621,204275,1143
2018,1,31054000,160,517800,120000,73923,15791,37
2018,1,31054000,474,517600,10241880,3717830,177036,912
2018,1,31054000,676,517600,27500,19150,450,8
2018,1,31054000,676,517800,140000,99128,2225,0
2018,1,31055900,244,517800,48000,55290,2854,65
2018,1,31059090,245,517800,30400,74082,2576,13
2018,1,31059090,628,517800,22737,74934,744,32
2018,2,31021010,556,517600,14470000,2972680,240926,971
2018,2,31042090,676,517600,12014476,3252458,307800,1793
2018,2,31054000,160,517800,264000,160967,31775,91
2018,2,31054000,442,517800,560000,351859,28061,406
2018,2,31054000,474,517600,6704076,2441944,110885,1114
2018,3,31021010,676,517800,4410420,1085664,114400,312
2018,3,31042090,158,517800,5006521,1320802,105504,1470
2018,3,31054000,160,517800,200000,108074,25259,36
2018,3,31054000,442,517800,1020000,631228,60814,739
2018,3,31059090,158,517800,1503521,1129467,31650,1284
2018,3,31059090,403,517800,24000,19842,1195,20
2018,4,31042090,158,517600,7775479,1946803,128276,2152
2018,4,31042090,158,517800,5006321,1307609,105500,1470
2018,4,31042090,383,517800,750000,218050,18975,374
2018,4,31042090,676,517600,12600202,3026633,274050,1684
2018,4,31054000,249,517800,4848300,1941925,127063,1036
2018,4,31054000,676,517800,224000,147428,2760,161
2018,4,31059090,158,517600,1500000,1117972,24879,1267
2018,4,31059090,158,517800,3007143,2259009,63302,2569
2018,4,31059090,383,517800,14400,7048,661,7
2018,4,31059090,403,517800,48000,40361,2390,40
2018,4,31059090,607,517800,4800,12652,128,114
2018,5,31042090,383,517800,2516090,685487,60720,1120
2018,5,31042090,676,517800,2723361,588713,95175,257
2018,5,31054000,160,517800,528000,352163,57893,163
2018,5,31054000,676,517800,6202184,2756371,151550,1004
2018,5,31055900,244,517800,144000,137733,8406,163
2018,5,31055900,245,517800,16500,52732,1347,8
2018,6,31021010,676,517800,7600558,1964485,222940,795
