ANO,MES,NCM,KG,FOB,FRETE,KG_l,FOB_l,FRETE_l,KG_,FOB_,FRETE_
2002,3,31022100-0,496506.0000000112,33769,6000,13.115350846986514,10.427298500859438,8.699514748210191,1.4045468416808986,0.582517425691065,0.5643841967971817
2002,4,31022100-0,3475544.0000000056,234113,47943,15.061261571491455,12.363559183761174,10.777768084253218,1.6129379700756368,0.6906859593124798,0.6992116410572219
2002,5,31022100-0,9184350.00000001,609703,129699,16.033011506571427,13.320727232336484,11.772971660174582,1.7170044428786724,0.7441578214217188,0.7637758365442885
2002,7,31022100-0,3870791.0000000056,251601,59284,15.168969436885469,12.435599778363322,10.990094734076806,1.6244726018158249,0.69471048222313,0.7129864100170625
2002,8,31022100-0,5574297.000000003,347208,73518,15.533676768704645,12.757679302977536,11.205285553177502,1.6635297751252365,0.7127033435122366,0.7269469930048965
2002,11,31022100-0,11460960.000000007,755214,143204,16.254457035375896,13.534756431777192,11.872025466079458,1.7407194484256372,0.7561144886515525,0.7702019883818757
2003,4,31022100-0,6891696.000000001,443746,81600,15.745827766545109,13.003007605646628,11.309584540952198,1.6862494124001126,0.7264085243227965,0.7337134279320965
2003,6,31022100-0,2000847.0000000084,136370,35663,14.50908114887341,11.82312705885188,10.481869015752949,1.553803961563436,0.6604949054995515,0.6800150809108164
2003,7,31022100-0,21393987.000000026,1682253,281997,16.878620459201027,14.335644524374876,12.549651711565792,1.807562247818057,0.8008558250512133,0.8141632385615108
2003,9,31022100-0,14494820.000000013,1128730,171492,16.48930190218559,13.93660366484096,12.052291897269795,1.765869413516988,0.7785635453948778,0.7818968389478551
2003,10,31022100-0,12977929.000000004,1058052,124060,16.378760703351553,13.871940039530967,11.728520598527108,1.7540313549313389,0.7749511343232733,0.760892057684111
2004,1,31022100-0,5027872.000000004,439255,62826,15.430507390929884,12.99283538902383,11.048124279515518,1.6524811783013842,0.7258402569580331,0.7167510979727524
2004,3,31022100-0,4000000.0000000056,398386,60000,15.201804919084166,12.895176663512887,11.002099841204238,1.6279890134890853,0.7203845860211922,0.713765245726833
2004,5,31022100-0,8599999.999999998,885193,309600,15.967272761223736,13.693560979310321,12.64303642069771,1.7099643607465669,0.7649860497955447,0.8202216056753088
2004,6,31022100-0,14008410.99999999,1587362,358748,16.45516849289433,14.27758407683657,12.790375471127536,1.7622140044642551,0.7976122982228888,0.8297802803876891
2004,9,31022100-0,5302210.000000004,464234,235869,15.483634272741954,13.048144014431495,12.371031845145412,1.6581706329662316,0.7289300541944246,0.8025752094863918
2005,5,31022100-0,4019593.0000000056,483971,108000,15.206691211688613,13.08978026654828,11.589886506106357,1.6285122954756042,0.7312560490239094,0.7518981203020645
2005,6,31022100-0,4031586.0000000056,473040,108000,15.20967040489011,13.066935230494712,11.589886506106357,1.6288313427089371,0.7299798189830559,0.7518981203020645
2005,9,31022100-0,6001005.000000002,703689,162000,15.60743751316577,13.464091776171246,11.99535161421452,1.6714289477727382,0.7521668320972179,0.778202817287145
2006,1,31022100-0,6530692.000000002,699455,175500,15.692023468072849,13.458056739352827,12.075394321888057,1.6804874119496687,0.7518296868518674,0.7833956171831501
2006,2,31022100-0,1406609.0000000093,146609,37800,14.156692401243099,11.895524458091915,10.54006438160768,1.5160660079011623,0.6645393611779381,0.6837905265265616
2006,5,31022100-0,8401560.999999998,810524,144000,15.943928079882,13.605436231070478,11.877568578558138,1.707464336246184,0.7600629912027447,0.7705615998285578
2006,7,31022100-0,4500382.000000005,415071,81000,15.31967284002658,12.936204868916928,11.302204433654575,1.6406117041076287,0.7226766125312912,0.7332346407755712
2006,8,31022100-0,6032954.000000003,613632,108000,15.612747332663183,13.327150678913947,11.589886506106357,1.6719975860266436,0.7445166650439724,0.7518981203020645
2006,9,31022100-0,3596152.0000000065,368743,63000,15.09537494286832,12.81785520340514,11.05089000537367,1.6165912332315722,0.7160650493848403,0.7169305254479844
2006,12,31022100-0,4125053.000000005,516357,80000,15.232589426153227,13.154553665703698,11.289781913656018,1.6312857824951914,0.7348745925734361,0.7324287252533261
2007,1,31022100-0,1901591.0000000084,224074,73910,14.458201462160384,12.319731633424128,11.210603415778932,1.5483551631201282,0.6882375483655239,0.7272919912835193
2007,2,31022100-0,4010429.0000000056,514624,80000,15.20440877610417,13.15119181590782,11.289781913656018,1.6282678652862124,0.7346867839968912,0.7324287252533261
2007,3,31022100-0,4010817.0000000056,650491,80000,15.204505519178825,13.38548274132784,11.289781913656018,1.628278225678515,0.7477753655434153,0.7324287252533261
2007,5,31022100-0,10732909.999999996,1657058,214658,16.188825280074923,14.32055429881361,12.276801342932576,1.7336908240527606,0.8000128148174196,0.7964619712375426
2007,6,31022100-0,4516619.000000005,752363,90000,15.323274263060652,13.530974199229606,11.407564949312402,1.6409973870685404,0.7559031955379236,0.7400699427119135
2007,8,31022100-0,5035474.000000004,847305,100000,15.432018220716722,13.649816003266748,11.512925464970229,1.6526429758186736,0.762542251832945,0.7469052446482558
2008,2,31022100-0,9875107.999999996,2885076,196954,16.105527805400516,14.875061800731608,12.190725477916093,1.724770345573848,0.8309901847006191,0.7908777680552967
2008,9,31022100-0,6093619.000000003,2515617,180000,15.622752716061324,14.738028659459784,12.100712129872347,1.67306908078234,0.8233348756403248,0.7850381192234873
2009,5,31022100-0,9000945.999999998,1362110,271350,16.01284024088782,14.124545526013359,12.511164779491551,1.7148442652487215,0.7890628524916018,0.8116663847858014
2009,8,31022100-0,9191773.999999998,785749,376798,16.033819511611433,13.57439268198958,12.839464513814631,1.717090973612028,0.7583287540661146,0.8329649499618397
2009,10,31022100-0,3015332.0000000065,397345,54000,14.919220498167329,12.892560199924363,10.896739325546411,1.597726532482093,0.7202384181874166,0.7069299437904907
2009,12,31022100-0,2055321.0000000084,243391,36000,14.535942598093404,12.402424482681017,10.491274217438248,1.5566806031497025,0.6928571557996269,0.68062524680541
2010,2,31022100-0,3000355.0000000065,345510,54000,14.914241172964882,12.752776865331063,10.896739325546411,1.5971932874649835,0.7124294705280501,0.7069299437904907
2010,5,31022100-0,3505226.0000000065,528581,63000,15.069765555687392,13.177951336503298,11.05089000537367,1.6138486772525515,0.7361816953633128,0.7169305254479844
2010,7,31022100-0,5038261.000000004,552188,90000,15.432571540825125,13.221643846985273,11.407564949312402,1.652702231878215,0.7386225623554529,0.7400699427119135
2010,8,31022100-0,6007249.000000003,640324,108000,15.608477464612957,13.369729577234557,11.589886506106357,1.6715403180698571,0.7468953204777301,0.7518981203020645
2010,11,31022100-0,4008064.0000000056,528178,72000,15.203818889683223,13.177188627087933,11.184421397998193,1.6282046932735719,0.7361390868655171,0.725593423316984
2010,12,31022100-0,6148566.000000002,972279,108000,15.631729441862472,13.787398079292364,11.589886506106357,1.6740304147199325,0.7702282269434751,0.7518981203020645
2011,2,31022100-0,4404017.000000006,862555,272860,15.298027636944417,13.667654193970494,12.516714122116865,1.638293679833533,0.7635387761893616,0.812026400415522
2011,4,31022100-0,3147385.0000000065,626181,88200,14.962082507299076,13.34739474567027,11.387362241994882,1.6023167032107644,0.7456475928342758,0.738759284695629
2011,5,31022100-0,5002500.000000004,940563,147000,15.425448345440026,13.754233911125716,11.898187865760873,1.6519393958933037,0.7683755221547872,0.7718992836170518
2011,6,31022100-0,5550320.000000004,1067931,163625,15.529366141718137,13.881233689673598,12.005332503212202,1.6630681422196285,0.7754703208753715,0.7788503311064
2011,7,31022100-0,9002490.999999998,1822356,289350,16.013011874782368,14.415640727397632,12.575392307001986,1.7148626458355107,0.8053247852757657,0.8158331690922139
2011,10,31022100-0,13582574.999999993,3176152,441525,16.424298279203725,14.971180959146027,12.997989922564571,1.758908056979738,0.8363598482538918,0.8432493437560666
2012,4,31022100-0,4507519.000000005,873015,142425,15.321257449247621,13.679708016804712,11.866570824348596,1.6407814027990841,0.7642121588345928,0.7698481165072723
2012,5,31022100-0,6060847.000000003,1343564,180900,15.617360117255622,14.11083634267272,12.105699671383386,1.6724915775413391,0.7882969937039918,0.7853616878007208
2012,6,31022100-0,5002148.000000004,1308354,145750,15.425377978146715,14.084280416584122,11.889648104212739,1.6519318601315287,0.7868134560743077,0.7713452634674597
2012,7,31022100-0,6066980.000000003,1373899,198900,15.618371510396832,14.133163241056764,12.200557464842063,1.672599889477387,0.7895442781630746,0.7915156217982628
2012,10,31022100-0,10711923.999999996,2000653,383720,16.186868071481076,14.508984185234693,12.857668398931883,1.7334812230149332,0.810539385275935,0.8341459336578099
2013,1,31022100-0,5317283.000000004,1324439,132645,15.486473016573152,14.096499531518555,11.795431665677945,1.6584746392203507,0.7874960727055706,0.7652329376048602
2013,2,31022100-0,4415065.000000006,882308,129800,15.30053311444863,13.69029648037979,11.773750083252127,1.638561995988892,0.764803679691435,0.7638263370257641
2013,6,31022100-0,5653847.000000004,1265369,119638,15.547846756381382,14.050874337212443,11.692225795787039,1.665047264948438,0.7849472369997874,0.7585374190996335
2013,8,31022100-0,4907223.000000004,938425,181920,15.406218759321685,13.751958217057755,12.111322308984363,1.649880064445411,0.7682483912924627,0.7857264584687585
2013,10,31022100-0,20318351.999999993,3272080,613275,16.827035075023375,15.000936426283632,13.326568727698287,1.8020378749462276,0.8380221271380921,0.8645660137528758
2013,11,31022100-0,4066170.0000000056,463610,161170,15.21821208242922,13.046798960534339,11.990214987516763,1.6297460865347166,0.7288549132234893,0.7778695767539697
2014,2,31022100-0,5141600.000000015,569234,231550,15.452874873039216,13.25204687637243,12.352551111908898,1.6548765527537752,0.740321017080841,0.8013762651675655
2014,3,31022100-0,3003957.0000000065,414603,104490,14.915440977516045,12.935076714847652,11.556846652028156,1.5973217767225436,0.722613588594251,0.7497546477008993
2014,5,31022100-0,5401065.000000004,801037,163472,15.50210671431098,13.593662417243342,12.004397000831204,1.6601488804234752,0.7594052511638858,0.7787896400477395
2014,7,31022100-0,5132316.000000004,686764,187209,15.451067577256955,13.439745989625232,12.139980918793048,1.654683006152348,0.7508067631489626,0.7875856962476849
2014,8,31022100-0,9303329.00000001,1167033,312350,16.045882851061414,13.96997518850385,12.651879632921716,1.718382858634569,0.7804278340266737,0.8207953122983338
2014,9,31022100-0,8407685.999999998,1059385,273000,15.94465684545622,13.873199109034424,12.517227074167097,1.7075423810806334,0.7750214718057823,0.8120596783671371
2014,11,31022100-0,11574739.999999994,1759204,338250,16.264335695481268,14.380371991980903,12.731540546033035,1.7417773721527958,0.8033545095652699,0.8259633431326642
2014,12,31022100-0,1656229.0000000093,362914,46875,14.32005388939101,12.801921170577739,10.755239763272712,1.5335606876018704,0.7151749001498559,0.6977501080051183
2015,2,31022100-0,3000424.0000000065,665966,100500,14.914264169979104,13.408993897168326,11.517913006481267,1.5971957502571779,0.7490888081358655,0.7472288132254893
2015,3,31022100-0,5380114.000000004,792078,154875,15.49822012150455,13.582415150795734,11.950373618931444,1.6597326581115557,0.7587769265123395,0.7752848534148947
2015,4,31022100-0,2200700.0000000084,343146,55000,14.604286049537631,12.745911291558947,10.915088464214607,1.5639996280080892,0.7120459276229252,0.7081203508636323
2015,6,31022100-0,4575998.000000005,699581,95625,15.33633537497874,13.458236863381574,11.468189571128837,1.6423961253644057,0.7518397494184584,0.7440029871954625
2015,7,31022100-0,7000000.000000001,990150,178500,15.761420707019587,13.805611725785026,12.092343880201831,1.687919288833573,0.7712457260077321,0.7844952259696005
2015,9,31022100-0,8353952.999999999,1220100,212000,15.93824539797603,14.014443380563426,12.26434155365415,1.7068557674769285,0.782912034201968,0.7956536378571535
2015,10,31022100-0,8446622.999999998,1041832,294000,15.949277274483608,13.856491259889843,12.591335046320818,1.708037191251809,0.7740880935897723,0.8168674601286257
2016,1,31022100-0,1525000.0000000093,312515,40413,14.237504968023655,12.652407747006631,10.606906794366678,1.5247203730618042,0.7068223844337553,0.6881269524685641
2016,4,31022100-0,4827151.000000004,653179,96390,15.389766996523349,13.389606490143395,11.476157740778014,1.6481182151629883,0.748005737345281,0.7445199251118353
2016,7,31022100-0,5200000.000000004,646909,113100,15.464169183551656,13.379960914441096,11.636027662104212,1.6560860810648577,0.7474668905934642,0.7548915446505318
2016,8,31022100-0,8962329.999999998,1128192,157975,16.00854079578822,13.93612690932155,11.970192071641655,1.714383829831776,0.778536911612616,0.7765705827731807
2017,1,31022100-0,6001866.000000003,713284,118800,15.607580978841854,13.477634937059834,11.685196685910682,1.6714443117736395,0.7529234160979436,0.758081403029015
2017,3,31022100-0,13094598.000000004,1601334,312750,16.387710336712757,14.286347589833548,12.653159428329158,1.754989787490127,0.7981018688466308,0.8208783394928382
2017,5,31022100-0,3040366.0000000075,372469,69750,14.927488460872384,12.827909091862143,11.152672699683611,1.5986119636870988,0.7166267063875313,0.7235337149175796
2017,8,31022100-0,6503150.000000002,708211,164125,15.68779723286237,13.470497350874814,12.008383611605097,1.6800348167132673,0.7525246773134152,0.7790482728778096
2017,10,31022100-0,7503833.0,799959,203963,15.830924514623115,13.592315755336738,12.225693883827343,1.6953625783492907,0.7593300203620587,0.7931463561610367
2017,12,31022100-0,8151319.999999999,1145535,166000,15.913690435292608,13.951382334751994,12.01974306733868,1.704226131740381,0.7793891506799863,0.7797852217175792
2018,6,31022100-0,3283305.0000000065,433456,84893,15.004361095001306,12.97954557062802,11.349146918959148,1.606844394274518,0.7250978258480778,0.7362800516554983
2018,7,31022100-0,10898417.000000007,1415926,290472,16.20412810729477,14.1632942919832,12.579262465086549,1.7353296317286808,0.7912275389057863,0.8160842470115293
2018,8,31022100-0,1500511.0000000093,264351,38925,14.221316274725398,12.485033044520069,10.5693919967022,1.522986696371925,0.6974720545462735,0.6856931662677612
2018,9,31022100-0,8240183.999999999,1080831,213828,15.92453323173343,13.89324074767423,12.272927232515414,1.705387306586073,0.7761410910193426,0.7962106369092063
2018,10,31022100-0,1425706.0000000093,258560,39615,14.170177687592206,12.462883054314867,10.586963113399342,1.5175101718104451,0.6962346530014388,0.6868330988813575
2018,11,31022100-0,2665818.0000000075,524786,62400,14.796021510323724,13.170745839426916,11.041320554357519,1.584532928186423,0.7357791627603175,0.7163097038180594
2018,12,31022100-0,6989706.000000001,991600,179400,15.759949053239605,13.807075079143173,12.097373228606832,1.6877616867463063,0.7713274757371558,0.7848215067843498
2019,1,31022100-0,5000002.000000004,658256,179000,15.424948870398294,13.397349192394872,12.095141084822892,1.6518859062001536,0.7484382807296533,0.7846766956410738
2019,3,31022100-0,12002926.999999993,1840416,354395,16.300661094676105,14.425502190987885,12.778167389261395,1.7456675254020038,0.8058756925298034,0.8289882766176082
2019,4,31022100-0,8960581.00000001,1205547,239581,16.00834562659885,14.002443963815148,12.386646843247727,1.714362928807341,0.7822416909339177,0.8035882381916742
2019,5,31022100-0,9423820.00000002,1284281,232240,16.05875108452132,14.06570958664048,12.355526598698512,1.7197609412245802,0.7857760030800519,0.8015693009598415
2019,6,31022100-0,7450000.000000011,1036894,159858,15.823724590355743,13.8517402640507,11.982041200154669,1.6945915253284405,0.7738226808497939,0.7773392993133692
2019,7,31022100-0,8508124.00000001,1386076,183695,15.95653202971416,14.141987291283488,12.121032052542102,1.7088141162205057,0.7900372306782266,0.7863563816285611
2019,8,31022100-0,22800374.99999999,3038472,541819,16.94228754115783,14.92686531544186,13.202687276309137,1.81438047173938,0.8338841701397316,0.8565291593461722
2019,10,31022100-0,7450000.000000011,1126463,178003,15.823724590355743,13.934593193219596,12.08955568306478,1.6945915253284405,0.7784512310928363,0.7843143406619424
2019,11,31022100-0,27216752.000000007,4563831,642393,17.119343224041465,15.333672960356518,13.372955544917712,1.8333416877294961,0.8566103385761294,0.8675753754628204
2019,12,31022100-0,2650000.0000000075,326069,79500,14.790070197962407,12.694864294394497,11.283512300642423,1.5838955912917823,0.7091942047749561,0.7320219818190863
2020,1,31022100-0,13799999.999999993,1912040,369375,16.44017915012743,14.463681292876744,12.8195676671425,1.760608768410127,0.8080085548570555,0.8316741347666406
2020,2,31022100-0,8200380.000000011,991905,270700,15.919691052624165,13.80738261555211,12.508766475602393,1.7048687487942062,0.7713446561523155,0.8115107939450092
2020,3,31022100-0,4000000.0000000056,377138,171000,15.201804919084166,12.840366447196374,12.049418835484797,1.6279890134890853,0.7173226322363615,0.7817104480151645
2020,4,31022100-0,6400000.000000013,865332,194272,15.671808548329903,13.670868527304771,12.17701451793016,1.678322559326888,0.7637183438097804,0.7899882645182666
2020,6,31022100-0,11724999.999999994,1456916,313644,16.277233872296616,14.191832430804311,12.656013863738856,1.7431586614313517,0.7928218121644561,0.821063522032628
2020,7,31022100-0,8075470.00000001,1001638,136275,15.904341629713555,13.817147217905418,11.822430181932482,1.7032249511007822,0.7718901522868395,0.7669844762081102
2020,8,31022100-0,8112844.00000001,870618,271940,15.90895904279347,13.676958583282879,12.513336732709677,1.703719438288643,0.7640585626814651,0.8118072910441356
2020,9,31022100-0,7903660.0,795387,201100,15.882836501290285,13.58658406764429,12.211557575760743,1.7009219276773726,0.7590098216107526,0.7922292580119145
2020,10,31022100-0,21472010.0,2543973,465481,16.882260784476237,14.749237590178282,13.05082655853972,1.8079520968909213,0.8239610586796183,0.8466771398135922
2020,11,31022100-0,16642390.00000001,2129086,415601,16.627463612851255,14.57120333761121,12.937480944364083,1.780665403088344,0.8140152367122454,0.8393238016943412
2020,12,31022100-0,12600000.000000004,1499813,254450,16.349207371921707,14.220850991634236,12.446859632016979,1.7508664347698262,0.7944429240325507,0.8074945648558649
2021,1,31022100-0,32282007.0,3953036,845027,17.290020574154443,15.18999444924469,13.647123858491558,1.8516198364305452,0.8485837882272458,0.8853621449461928
2021,3,31022100-0,27003315.999999993,3233481,745230,17.111470231242297,14.989069823865746,13.521448174548206,1.832498554572049,0.837359203496691,0.8772088890471902
2021,4,31022100-0,17962836.999999996,2231570,436999,16.703815570501707,14.618215931593745,12.98768618574559,1.788842073482086,0.8166415790212824,0.8425808850664844
2021,5,31022100-0,8408482.000000011,886112,445136,15.944751516251685,13.694598632433257,13.006135132434244,1.7075525195487782,0.7650440179285068,0.8437777672214083
2021,6,31022100-0,2864410.0000000075,378985,79800,14.867872953241354,12.845251905444929,11.2872787834379,1.5922276302494915,0.7175955566723536,0.7322663337661547
2021,7,31022100-0,10915031.000000019,1569083,394246,16.205651388090413,14.266001930252283,12.884730358927271,1.7354927626472108,0.796965265608286,0.8359015881969204
2021,8,31022100-0,7900263.000000011,1348486,212155,15.882406608022354,14.114493039602207,12.26507241858277,1.7008758896232803,0.7885012738137174,0.7957010529863469
2021,9,31022100-0,13441785.000000015,2222777,495671,16.41387869674048,14.61426787302467,13.1136676791704,1.7577922048907526,0.8164210220942945,0.8507539804672939
2021,10,31022100-0,5250000.000000004,774029,210000,15.473738634567807,13.559364619570227,12.254862809699606,1.6571108910267234,0.757489216554752,0.795038700880981
2021,12,31022100-0,17999999.999999985,2959316,900000,16.70588231586044,14.900468718515816,13.710150042306449,1.7890634050118357,0.8324095333786283,0.8894509916415647
2022,1,31022100-0,15900000.0,2452261,448443,16.58182966719046,14.712521014092921,13.013536862103328,1.775778380621382,0.8219098998507355,0.8442579571371798
2022,2,31022100-0,3598229.0000000065,797927,203300,15.095952337937527,13.589772393550772,12.222437999616439,1.6166530675225737,0.7591879363352093,0.7929351294836391
2022,3,31022100-0,21070999.99999998,4402705,968730,16.863408245498945,15.297729682720425,13.78374121427529,1.8059331441090134,0.8546023797977603,0.8942252458022973
2022,4,31022100-0,4048000.0000000177,1501480,327967,15.213733489949442,14.22196184630349,12.700668272548683,1.6292664658981026,0.7945049815445896,0.8239604931142359
2022,5,31022100-0,26725120.000000004,7295928,1677950,17.10111450504304,15.802826942266558,14.333083368187507,1.8313895409668337,0.8828194635735988,0.9298640186851604
2022,6,31022100-0,35026279.99999996,11953643,1731840,17.371609194844346,16.296546643439875,14.364694985084451,1.8603573106196885,0.9104009439845353,0.9319148338775265
2022,7,31022100-0,36299999.99999997,12499244,2458540,17.40732829923508,16.34117872044354,14.715078235785159,1.8641825346525782,0.9128942995355707,0.9546460752445911
2022,8,31022100-0,8149999.999999999,3129405,361730,15.913528485217045,14.956353448599184,12.798653356165083,1.704208788211428,0.8355315145035497,0.8303173112030063
2022,9,31022100-0,6100000.000000013,2111165,485850,15.623799329143543,14.562750485784493,13.093655213267585,1.6731811644861039,0.8135430210673742,0.8494556644322743
2022,10,31022100-0,26299999.99999997,6787665,1437275,17.08507949714799,15.730617552321124,14.178259517663706,1.829672322727072,0.878785510969454,0.9198197648328522
2022,11,31022100-0,10814839.999999996,2586165,874584,16.196429822992638,14.765686641382889,13.681503623716326,1.7345052084228103,0.8248799792381867,0.8875925447723956
2022,12,31022100-0,38649999.99999996,9414475,1345600,17.470057332997705,16.057758956436842,14.11235056820082,1.8709003012819958,0.8970611524068542,0.9155438976631334
2023,1,31022100-0,5650000.000000003,1490169,448341,15.547166103122624,14.214400094308552,13.013309382575505,1.6649743725495976,0.7940825468837384,0.8442431993197251
2023,2,31022100-0,3300000.0000000065,989175,198825,15.00943302643671,13.804626541362195,12.200180319825336,1.6073875566620082,0.7711906890205613,0.79149115437755
2023,3,31022100-0,41342559.99999996,9229443,970198,17.53740303579648,16.037909257962543,13.785255453360495,1.8781124754182703,0.8959522558642801,0.8943234826160276
2023,4,31022100-0,11800000.000000006,2416285,672215,16.283610089435893,14.697741794655846,13.418333508811436,1.7438415021535958,0.8210842638665447,0.8705192874447755
2023,5,31022100-0,22605097.999999978,5900274,1224730,16.933686014025486,15.59050934847558,14.01823096950425,1.8134593185115087,0.8709584146016289,0.9094378543204095
2023,6,31022100-0,60699615.99999992,10230049,1922696,17.921447929815315,16.14083992775016,14.469238925750505,1.9192405435310473,0.9017024421454533,0.9386971602130226
2023,7,31022100-0,26420844.999999985,4508239,543243,17.089663839892946,15.321417169595378,13.205312012623786,1.8301632683524487,0.8559256730624877,0.8566994400732729
2023,8,31022100-0,4000000.0000000056,931320,248000,15.201804919084166,13.744358213636184,12.421184025147118,1.6279890134890853,0.7678238197288874,0.8058288504821398
2023,9,31022100-0,3024113.0000000065,811523,132000,14.922128383308275,13.606668008110617,11.790557201568507,1.5980379432051715,0.7601318040012264,0.7649167049653571
2023,10,31022100-0,114749999.99999984,18472468,2595830,18.558266406904927,16.73179196533866,14.769416869299762,1.9874385956575575,0.934715773413813,0.9581713139410949
