ANO,MES,NCM,KG,FOB,FRETE
2020,9,31042090-0,52045139.99999996,10851818,1046079
2020,10,31042090-0,21792999.999999993,4591183,426980
2020,11,31042090-0,104027959.99999988,23236886,1971520
2020,12,31042090-0,15493000.0,3442151,316025
2021,1,31042090-0,25743999.999999985,5892656,671668
2021,2,31042090-0,30459079.99999999,6986763,833315
2021,3,31042090-0,62534549.999999955,13330763,1810473
2021,4,31042090-0,14326080.000000004,3289781,372580
2021,5,31042090-0,17530559.999999996,3624491,633364
2021,6,31042090-0,18017229.999999985,3838133,814946
2021,7,31042090-0,30726999.99999999,7769528,786710
2021,8,31042090-0,37766999.999999985,10679340,1283379
2021,9,31042090-0,43083529.999999955,15245763,1755181
2021,10,31042090-0,30380689.999999978,8655337,950160
2021,11,31042090-0,96803719.9999999,30485922,4437405
2021,12,31042090-0,51541886.99999997,24246865,2245708
2022,1,31042090-0,74257789.99999994,40923980,3213362
2022,2,31042090-0,28116668.999999985,14150281,1508318
2022,3,31042090-0,57447900.99999997,24813163,3099120
2022,4,31042090-0,52231925.99999995,31213877,3057126
2022,5,31042090-0,88811375.99999993,56146087,4178926
2022,6,31042090-0,80033239.99999994,40145195,4575872
2022,7,31042090-0,84173927.99999991,59435731,3765121
2022,8,31042090-0,51083059.999999985,37978376,2427143
2022,9,31042090-0,42864095.99999997,32555121,2166104
2022,10,31042090-0,27228397.999999993,26509681,2249206
2022,11,31042090-0,43310275.99999997,27227234,2172234
2022,12,31042090-0,19672791.999999993,12597957,1513212
2023,1,31042090-0,47831838.99999997,43540110,3250064
2023,2,31042090-0,14051459.000000004,7101802,709558
2023,3,31042090-0,5000000.000000004,2212500,337500
2023,4,31042090-0,51943227.999999955,32985194,2184472
2023,5,31042090-0,54906675.99999997,27254754,3005680
2023,6,31042090-0,58835430.99999995,18934123,1416784
2023,7,31042090-0,91427019.9999999,47557327,4946404
2023,8,31042090-0,37734794.999999985,17315375,1808578
2023,9,31042090-0,73774999.99999991,26883059,2815731
2023,10,31042090-0,37437365.99999998,10256845,1866862
1997,4,31054000-0,3515344.0000000065,784030,42990
1997,5,31054000-0,2038700.0000000084,432204,24464
1997,6,31054000-0,9449094.000000032,2053108,145075
1997,7,31054000-0,8711405.000000011,1941433,104418
1997,8,31054000-0,12325339.000000037,2765051,144778
1997,9,31054000-0,6131432.000000014,1387858,71700
1997,11,31054000-0,10813486.000000019,2446900,120594
1997,12,31054000-0,7564246.000000011,1704774,85967
1998,1,31054000-0,16637224.000000022,3777078,198930
1998,2,31054000-0,5165947.000000004,1150276,61988
1998,6,31054000-0,27230663.999999993,6190484,310759
1998,7,31054000-0,6540616.000000002,1447517,88980
1998,9,31054000-0,18916333.999999996,4079594,205330
1998,10,31054000-0,7930000.000000011,1765591,95159
1998,12,31054000-0,4000000.0000000056,828000,48000
1999,1,31054000-0,13101840.000000002,2866947,143648
1999,2,31054000-0,7099825.000000001,1500610,55380
1999,6,31054000-0,12448026.000000015,2441234,134900
1999,7,31054000-0,6200315.000000013,1240986,67500
1999,8,31054000-0,4435000.000000005,962520,34900
1999,9,31054000-0,16011655.0,2978636,175020
1999,10,31054000-0,12547687.000000015,2331475,144150
1999,11,31054000-0,22999999.999999978,4202833,219600
1999,12,31054000-0,4900000.000000004,885043,39200
2000,1,31054000-0,7813544.0,1406235,62480
2000,3,31054000-0,5496894.000000004,909917,43960
2000,5,31054000-0,2507039.0000000186,413340,20520
2000,7,31054000-0,15786911.0,2468175,157942
2000,8,31054000-0,12677281.000000026,2014515,101419
2000,9,31054000-0,17615916.999999996,2930368,143306
2000,10,31054000-0,14438324.000000037,2693422,128947
2000,11,31054000-0,13078214.000000004,2625851,122854
2000,12,31054000-0,4081627.0000000056,756602,34617
2001,3,31054000-0,2827423.0000000075,519494,22680
2001,5,31054000-0,10854003.000000007,1922933,86600
2001,6,31054000-0,10264787.000000007,1685650,109954
2001,7,31054000-0,5675550.000000015,941159,57628
2001,8,31054000-0,26770513.999999993,4027500,334900
2001,9,31054000-0,29586338.0,4734137,409888
2001,10,31054000-0,3150000.0000000065,539069,45594
2001,11,31054000-0,7886485.0,1266869,61600
2002,2,31054000-0,10973304.999999994,1748107,94016
2002,3,31054000-0,1583413.0000000093,259279,12600
2002,5,31054000-0,20245935.99999998,3090361,296797
2002,6,31054000-0,4197683.000000017,648373,67058
2002,7,31054000-0,31891084.999999993,4832811,427540
2002,8,31054000-0,19678534.999999996,3355150,269658
2002,9,31054000-0,8345160.999999999,1331973,77448
2002,10,31054000-0,10385619.000000007,1884872,146550
2002,12,31054000-0,9687773.999999996,1538319,196823
2003,3,31054000-0,11056473.999999994,1938336,173263
2003,4,31054000-0,11395861.999999994,2173034,199031
2003,5,31054000-0,4523673.000000005,877222,71584
2003,6,31054000-0,13538392.999999993,2788247,259854
2003,7,31054000-0,38437760.99999997,7837415,716897
2003,9,31054000-0,17796341.999999985,3334341,408646
2003,10,31054000-0,27060775.999999993,5176936,472365
2003,11,31054000-0,17659565.0,3414876,338201
2004,1,31054000-0,10730102.000000007,2287249,389854
2004,3,31054000-0,13353670.000000004,3017090,467398
2004,4,31054000-0,13473290.000000004,3238078,494969
2004,5,31054000-0,16978935.000000007,3966269,595712
2004,6,31054000-0,11574695.000000007,2659264,307933
2004,7,31054000-0,21632246.0,5036537,541766
2004,8,31054000-0,47712637.999999955,10773809,1109399
2004,9,31054000-0,25029745.99999997,5758223,643590
2004,10,31054000-0,19162405.999999993,4504756,625516
2004,11,31054000-0,4228939.000000006,1017088,92400
2005,1,31054000-0,4502715.000000005,1139794,99060
2005,2,31054000-0,5651997.000000003,1320339,224095
2005,4,31054000-0,3150994.0000000065,744725,122840
2005,5,31054000-0,25132753.999999985,6321096,597661
2005,6,31054000-0,17500172.999999996,4217727,558250
2005,7,31054000-0,16498168.999999998,3928593,508210
2005,8,31054000-0,12783244.000000004,3255826,301990
2005,9,31054000-0,48164624.99999997,12807775,1211431
2005,10,31054000-0,9748593.000000019,2635824,234040
2005,11,31054000-0,15625435.000000011,4380426,345187
2006,1,31054000-0,5039862.000000004,1401544,94087
2006,2,31054000-0,8952432.999999998,2405502,183575
2006,3,31054000-0,1493125.0000000214,422021,34652
2006,4,31054000-0,6587601.000000013,1817252,151691
2006,5,31054000-0,4525000.000000016,1238193,81794
2006,7,31054000-0,46079046.999999985,12769372,1031262
2006,8,31054000-0,13018472.000000004,3553996,250285
2006,9,31054000-0,10847747.000000007,3010755,293368
2006,11,31054000-0,36946682.99999997,10347665,891550
2006,12,31054000-0,5633923.000000016,1581170,101440
2007,1,31054000-0,3428637.0000000065,986387,61425
2007,2,31054000-0,4181981.000000017,1198889,75651
2007,5,31054000-0,40012999.99999995,17628898,713059
2007,6,31054000-0,31157249.99999999,14631037,848146
2007,7,31054000-0,31232330.999999978,13236688,1170475
2007,9,31054000-0,28863110.0,13445239,871081
2007,10,31054000-0,23116051.99999999,10761671,1082405
2008,1,31054000-0,11502000.000000004,7018683,208954
2008,5,31054000-0,22154640.0,21189525,890757
2008,6,31054000-0,28870066.999999993,34674722,1132464
2008,7,31054000-0,22060340.000000004,26719124,1220986
2008,8,31054000-0,3577701.0000000056,4590884,171216
2008,9,31054000-0,28151883.99999998,34442931,1823842
2008,10,31054000-0,11722684.999999994,14783112,579810
2009,4,31054000-0,4200000.000000006,1667647,105000
2009,5,31054000-0,17780675.999999996,6049295,503250
2009,6,31054000-0,5558437.000000004,1961323,187825
2009,7,31054000-0,18174949.999999985,4983156,571410
2009,8,31054000-0,13957047.99999999,4045469,413230
2009,9,31054000-0,25082442.999999985,7646521,778551
2009,10,31054000-0,16523443.0,5362649,599673
2009,11,31054000-0,8410699.999999998,2679707,287701
2010,1,31054000-0,11065162.000000007,3605365,299000
2010,3,31054000-0,8833344.000000011,4337498,225850
2010,4,31054000-0,11777888.999999994,6162487,352800
2010,5,31054000-0,13975764.000000015,6446655,552617
2010,6,31054000-0,9922971.000000022,4615452,356180
2010,7,31054000-0,12838303.999999993,5915407,508275
2010,8,31054000-0,14300427.000000026,6515020,460440
2010,10,31054000-0,20855532.999999993,10513538,682155
2010,11,31054000-0,22871507.0,12572978,700583
2011,1,31054000-0,9150122.999999998,5725748,188490
2011,3,31054000-0,31767709.999999978,19212323,1017533
2011,4,31054000-0,14008649.000000002,8414908,425195
2011,5,31054000-0,19401038.999999993,12333641,601065
2011,6,31054000-0,17966158.999999996,11415085,514271
2011,7,31054000-0,20467220.000000004,13462472,632647
2011,8,31054000-0,34085161.99999997,22231957,1037310
2011,9,31054000-0,33453952.999999985,22676217,902929
2011,10,31054000-0,19749521.000000007,13397715,603125
2011,12,31054000-0,7889407.0,5316743,236628
2012,2,31054000-0,7683785.000000024,4527402,177960
2012,4,31054000-0,14266000.000000011,7439288,418423
2012,5,31054000-0,12777942.000000015,6992272,335769
2012,6,31054000-0,39194629.99999997,23094438,742081
2012,9,31054000-0,21599666.000000004,12835768,682187
2012,10,31054000-0,34056876.999999985,20262183,926627
2012,11,31054000-0,19087426.00000002,11345662,567866
2013,1,31054000-0,4696955.000000016,2491733,140355
2013,3,31054000-0,7650000.0,3975643,145350
2013,4,31054000-0,6182423.000000025,3356184,145024
2013,5,31054000-0,5621249.000000025,2863393,159568
2013,6,31054000-0,7600700.00000001,4141055,230240
2013,7,31054000-0,29879173.0,16463675,516373
2013,8,31054000-0,32785039.999999985,16747129,837463
2013,9,31054000-0,18421642.000000007,8760143,566160
2013,10,31054000-0,26355069.99999998,13167375,577002
2013,11,31054000-0,10184192.000000007,4757408,355705
2013,12,31054000-0,17206817.0,7346254,409798
2014,1,31054000-0,19415598.000000007,8035761,560237
2014,4,31054000-0,5312018.000000014,2624675,157411
2014,5,31054000-0,26345999.999999993,13270653,394442
2014,6,31054000-0,20437515.000000004,9510793,406097
2014,7,31054000-0,35391688.00000001,16519086,883312
2014,8,31054000-0,6402000.000000014,3257455,145375
2014,9,31054000-0,48880760.99999997,23876789,1196322
2014,10,31054000-0,21274782.000000004,10789640,517760
2014,11,31054000-0,10008297.000000007,4843572,486552
2014,12,31054000-0,13231228.000000015,6516404,479768
2015,1,31054000-0,9261396.00000002,4953806,453712
2015,2,31054000-0,9885436.999999996,5020617,246250
2015,3,31054000-0,9315162.000000007,4794651,274374
2015,5,31054000-0,12007229.000000006,6172867,338398
2015,6,31054000-0,37086888.99999999,16980437,873778
2015,7,31054000-0,14528826.000000013,6705634,340025
2015,8,31054000-0,19938994.000000007,10032050,347417
2015,9,31054000-0,20941745.000000037,9663699,563768
2015,10,31054000-0,15495784.000000011,7081901,402978
2015,11,31054000-0,13158585.000000015,6600318,347948
2016,2,31054000-0,11288838.00000003,4819415,306338
2016,3,31054000-0,6314527.000000013,2199064,115095
2016,4,31054000-0,1491178.0000000317,646754,36715
2016,5,31054000-0,10932010.000000007,4033904,221591
2016,7,31054000-0,39426040.999999985,14396939,708082
2016,8,31054000-0,27862543.000000007,9727847,423904
2016,9,31054000-0,2041640.0000000307,1015436,55482
2016,10,31054000-0,16273751.000000032,6203245,242807
2016,12,31054000-0,1734500.000000054,1234120,85796
2017,1,31054000-0,60407489.999999955,21161278,1049753
2017,2,31054000-0,11022888.00000003,4172301,258847
2017,3,31054000-0,13601121.000000026,4931822,346720
2017,5,31054000-0,26741711.999999993,10092053,595581
2017,6,31054000-0,6680180.000000023,2646151,198641
2017,7,31054000-0,34753593.999999985,12902507,743751
2017,8,31054000-0,36478503.99999999,13575544,736856
2017,9,31054000-0,31333054.0,11096571,635916
2017,10,31054000-0,9090242.000000032,3352257,158838
2017,11,31054000-0,10020475.000000007,3597391,231838
2017,12,31054000-0,17054811.00000002,6168276,332858
2018,1,31054000-0,10529380.00000003,3910031,195502
2018,2,31054000-0,7528076.000000023,2954770,170721
2018,3,31054000-0,1220000.0000000214,739302,86073
2018,4,31054000-0,5072300.000000014,2089353,129823
2018,5,31054000-0,6730184.000000013,3108534,209443
2018,6,31054000-0,4299801.000000029,2015500,153250
2018,7,31054000-0,44065107.0,18126437,1239758
2018,8,31054000-0,25478105.00000003,10490591,561453
2018,9,31054000-0,23148696.000000007,10238872,487233
2018,10,31054000-0,12604000.000000028,6424001,269715
2018,11,31054000-0,26150725.000000007,11469293,545322
2018,12,31054000-0,6865942.000000024,2858137,138808
2019,1,31054000-0,33204127.999999985,14308334,856497
2019,2,31054000-0,3016000.0000000186,1544395,71784
2019,3,31054000-0,5161738.000000016,2180190,126690
2019,4,31054000-0,9100000.00000001,3806632,172175
2019,5,31054000-0,6850000.000000012,3035454,161031
2019,6,31054000-0,32222298.0,12927687,648173
2019,7,31054000-0,39301999.99999998,14975770,661552
2019,8,31054000-0,8716733.000000034,3588040,159034
2019,9,31054000-0,25173500.0,9194369,403437
2019,10,31054000-0,5815500.000000026,2276219,108035
2019,11,31054000-0,40962392.999999985,14402612,790530
2019,12,31054000-0,5849000.000000024,1963925,120430
2020,1,31054000-0,30491786.0,9376281,688064
2020,2,31054000-0,1748800.0000000205,732875,57975
2020,3,31054000-0,7660800.000000022,2855848,252072
2020,4,31054000-0,4942900.000000015,1591695,79549
2020,5,31054000-0,30273100.000000004,9671722,574032
2020,6,31054000-0,44666307.99999997,14187169,840146
2020,7,31054000-0,10544000.000000007,3611768,142731
2020,8,31054000-0,10404010.000000007,3631207,151510
2020,9,31054000-0,16252387.000000022,5387347,313501
2020,10,31054000-0,2575200.0000000317,1214049,61152
2020,11,31054000-0,26296039.999999993,8406220,436264
2020,12,31054000-0,25162959.999999985,8558651,462060
2021,1,31054000-0,22662119.99999999,7759090,423823
2021,2,31054000-0,10965000.000000019,4229635,201208
2021,3,31054000-0,34419669.99999998,11244408,570762
2021,4,31054000-0,18480294.000000007,7085495,421759
2021,5,31054000-0,11997530.000000006,5296966,344715
2021,6,31054000-0,11761980.000000028,6045794,304185
2021,7,31054000-0,18534049.999999996,9833228,458688
2021,8,31054000-0,27451709.999999996,16957142,725994
2021,9,31054000-0,16144000.000000011,10069268,493985
2021,10,31054000-0,20644261.000000004,9487690,519662
2021,11,31054000-0,26993016.999999993,15982917,1141017
2021,12,31054000-0,27625919.999999996,17699556,1209634
2022,1,31054000-0,6790610.000000013,4957976,329249
2022,2,31054000-0,3275000.0000000177,2446952,88450
2022,3,31054000-0,24497999.999999996,19163976,803223
2022,4,31054000-0,28783449.99999998,25077996,1426601
2022,5,31054000-0,47451119.99999996,37198381,1925359
2022,6,31054000-0,40190972.99999996,42107864,2162976
2022,7,31054000-0,7593010.000000022,7369786,376928
2022,8,31054000-0,33505999.99999997,31585671,1427640
2022,9,31054000-0,20843442.000000022,22543579,1156360
2022,10,31054000-0,5812086.000000014,4650087,258171
2022,11,31054000-0,13645400.000000002,11760691,1362636
2022,12,31054000-0,2425800.0000000186,3553333,370318
2023,1,31054000-0,16334503.00000001,12966516,883304
2023,2,31054000-0,25901100.0,18758829,1412669
2023,3,31054000-0,24218685.0,15902921,971309
2023,4,31054000-0,22836577.99999999,16125544,1216175
2023,5,31054000-0,8550923.000000022,6323304,442313
2023,6,31054000-0,36008474.999999985,20740001,1622913
2023,7,31054000-0,26499722.000000007,13901169,849933
2023,8,31054000-0,16676670.999999989,9762386,831792
2023,9,31054000-0,23781051.0,10775325,458076
2023,10,31054000-0,14695000.000000011,8021237,541260
2004,3,31059090-1,1221000.0000000205,428442,27111
2004,11,31059090-1,1386000.0000000214,358312,53625
2008,7,31059090-1,7160980.000000012,1830513,303749
2010,2,31059090-1,633000.0000000214,627471,14621
2010,11,31059090-1,1816000.0000000186,1622252,60349
2011,7,31059090-1,1025000.0000000102,1017767,30428
2011,10,31059090-1,4008400.0000000177,4066606,132573
2012,11,31059090-1,4069780.0000000168,4019551,113916
2013,5,31059090-1,2508000.0000000186,2385953,74503
2013,10,31059090-1,4733058.000000037,5099268,126537
2013,12,31059090-1,3001700.0000000065,3004103,81946
2014,2,31059090-1,4629340.000000016,4228805,145323
2014,6,31059090-1,2640592.00000003,2451627,75029
2014,10,31059090-1,3973300.000000016,3673223,112723
2014,11,31059090-1,2813719.00000003,2598951,77367
2015,2,31059090-1,2516800.0000000186,2033104,69076
2015,9,31059090-1,6150411.000000002,5758907,131932
2015,11,31059090-1,5462535.000000025,4529928,123792
2015,12,31059090-1,1674007.0000000214,1662632,34558
2016,5,31059090-1,5010640.000000015,3943268,112184
2016,9,31059090-1,1317735.0000000335,1113541,27675
2017,1,31059090-1,2610993.0000000075,2031967,63027
2017,2,31059090-1,1250240.0000000214,983647,25327
2017,3,31059090-1,1534167.000000054,1333207,33229
2017,4,31059090-1,2073612.0000000186,1567715,39492
2017,6,31059090-1,1182154.0000000326,667714,23875
2017,7,31059090-1,4006654.0000000056,2771151,59007
2017,8,31059090-1,4066875.000000028,2689808,60364
2017,11,31059090-1,2638416.000000052,2108160,47728
2017,12,31059090-1,2525018.0000000186,1921740,42311
2018,3,31059090-1,1527521.0000000205,1149309,32845
2018,4,31059090-1,4574343.000000051,3437042,91360
2018,7,31059090-1,3024100.0000000177,2288567,82362
2018,9,31059090-1,5005173.000000004,3776513,119500
2019,1,31059090-1,8670108.000000022,6173156,269292
2019,2,31059090-1,1015207.0000000102,541067,31000
2019,5,31059090-1,5069225.000000015,3933980,99097
2019,8,31059090-1,3397000.0000000065,2565019,89171
2019,12,31059090-1,3048100.0000000186,2253056,82873
2020,3,31059090-1,2315728.0000000317,1791791,63400
2020,7,31059090-1,4032100.0000000177,2903589,87480
2020,8,31059090-1,1000000.0000000102,559080,19150
2020,9,31059090-1,3832269.0000000056,2650731,92714
2020,10,31059090-1,1200000.0000000093,671127,22980
2021,1,31059090-1,3000100.0000000065,1969326,65402
2021,2,31059090-1,1501300.0000000093,972810,35656
2021,3,31059090-1,3026700.000000029,2053071,72679
2021,5,31059090-1,3179470.0000000177,1974536,104601
2021,6,31059090-1,3010400.0000000168,1992566,98712
2021,9,31059090-1,3880000.000000028,2448265,168415
2021,12,31059090-1,4110400.000000039,2737465,190297
2022,3,31059090-1,6630500.000000023,6645212,339824
2022,4,31059090-1,2562080.0000000307,2250444,133350
2022,5,31059090-1,3973810.0000000056,5243778,127500
2022,7,31059090-1,3990750.0000000168,5315631,128981
2022,9,31059090-1,4967900.00000004,6621351,291509
2022,10,31059090-1,600000.0000000224,715581,59087
2023,1,31059090-1,7778200.000000034,3098557,587924
2023,3,31059090-1,3583000.0000000177,3740309,150561
2023,6,31059090-1,1130800.000000042,1014635,70381
2023,7,31059090-1,3028800.000000029,2780267,127227
2023,10,31059090-1,1416000.0000000093,1172332,120950
2004,7,31055900-0,4779496.000000004,886223,103950
2007,4,31055900-0,5003627.000000004,1448666,125000
2008,2,31055900-0,4431809.000000006,1747160,88000
2008,7,31055900-0,13158770.999999993,12692557,263175
2009,8,31055900-0,10775801.999999996,2850496,307305
2010,7,31055900-0,10235747.999999996,4583768,345422
2010,8,31055900-0,5523838.000000015,2134315,181356
2010,11,31055900-0,3030000.0000000065,1396043,96960
2011,6,31055900-0,10983031.000000007,6888804,330491
2011,9,31055900-0,14010588.000000004,9106606,465346
2012,8,31055900-0,7417840.000000012,3893066,198117
2012,9,31055900-0,10052341.999999996,5358437,258500
2012,12,31055900-0,5685000.000000003,2385620,170550
2013,9,31055900-0,9764627.00000002,4240391,272559
2013,11,31055900-0,7221000.000000012,2713892,263281
2014,5,31055900-0,13709292.000000004,6136024,373634
2014,9,31055900-0,3599527.0000000168,1619794,93042
2014,10,31055900-0,12009672.000000015,4873812,254924
2014,11,31055900-0,7700449.000000011,2681125,335401
2015,4,31055900-0,7894992.0,3145508,196250
2015,6,31055900-0,5210628.000000015,2469458,143042
2015,7,31055900-0,9454588.999999998,3644489,234950
2015,9,31055900-0,14786878.000000013,6136548,354894
2016,2,31055900-0,8115285.999999999,2973885,197225
2016,3,31055900-0,1669629.0000000084,705202,36750
2016,5,31055900-0,4372515.000000015,1664885,90965
2016,8,31055900-0,9826918.999999996,3327563,207854
2017,4,31055900-0,10566656.000000007,3601911,285720
2017,6,31055900-0,4418776.000000005,1520485,86885
2017,8,31055900-0,17186371.0,5514372,340921
2017,9,31055900-0,10508340.999999996,3509457,193200
2017,10,31055900-0,6025681.000000014,2089126,145784
2018,6,31055900-0,14423880.99999999,5353239,367388
2018,8,31055900-0,3792479.000000017,1656298,101110
2018,9,31055900-0,15152384.000000002,6025765,311123
2018,10,31055900-0,11371690.000000006,4805965,250654
2018,11,31055900-0,8891552.000000022,3525219,227032
2018,12,31055900-0,7330395.000000001,2941402,209150
2019,6,31055900-0,17578570.999999996,6008118,347812
2019,7,31055900-0,12790000.000000015,4389670,293011
2019,8,31055900-0,5000000.000000004,1731541,120000
2019,10,31055900-0,3000000.0000000065,870375,79500
2019,11,31055900-0,16628099.0,4692709,477645
2019,12,31055900-0,11811985.000000006,4002272,254319
2020,5,31055900-0,11781500.000000019,3406287,237933
2020,6,31055900-0,4452950.000000028,1459000,68267
2020,7,31055900-0,5719328.000000015,1723477,89672
2020,8,31055900-0,12499999.999999993,3562133,208500
2020,9,31055900-0,23905693.999999978,6749550,479268
2020,10,31055900-0,10569313.999999996,3235373,209801
2020,12,31055900-0,2769800.0000000196,912488,85882
2021,1,31055900-0,10663518.999999996,3517553,280553
2021,5,31055900-0,4113360.0000000177,1389508,75206
2021,6,31055900-0,8000000.0,2833832,226000
2021,7,31055900-0,4070505.000000027,2172746,108301
2021,8,31055900-0,8799999.999999998,3026325,260480
2021,9,31055900-0,7500000.0,4266971,256875
2021,10,31055900-0,12264448.000000004,7317405,414507
2021,11,31055900-0,8831506.00000001,5592217,493849
2022,1,31055900-0,6609000.000000002,3929488,227602
2022,2,31055900-0,6452594.000000012,4701918,456057
2022,4,31055900-0,4033000.0000000168,3670468,180159
2022,5,31055900-0,7700000.0,6472917,354200
2022,6,31055900-0,5910300.000000003,3193087,184868
2022,7,31055900-0,14249999.99999999,9987460,1047375
2022,8,31055900-0,11004229.999999994,10942939,470915
2022,9,31055900-0,9996496.000000007,8665722,438599
2022,11,31055900-0,10233290.000000019,7469697,399855
2023,2,31055900-0,2005645.0000000084,1208507,37500
2023,6,31055900-0,8405699.000000011,4015669,226076
2023,7,31055900-0,19320676.99999998,7642265,504600
2023,10,31055900-0,9516500.000000011,3665898,241139
