ANO,MES,NCM,PAIS,URF,KG,FOB,FRETE,SEGURO,z_diff,z_score_KG,z_score_FOB
2014,11,31042090,85,517602,14962700.999999989,5233611,390000,0,-0.5038606428512873,0.8757188313001388,0.7419247667143694
2014,11,31042090,158,517602,25535599.999999974,8820860,660095,8575,-1.1258214562204323,2.05901398263361,1.7116776851908049
2014,12,31042090,149,517602,7737854.0,2611739,231630,3315,-0.0327403038387685,0.06713015337687747,0.03314541410415227
2015,1,31042090,23,517602,7001783.000000001,2126963,234500,1271,0.07409798157247102,-0.015249262650569629,-0.09790568962668227
2015,1,31042090,245,517602,7293863.000000001,2554834,194250,1481,-0.03196192732900434,0.017439676097590236,0.017762096741487578
2015,2,31042090,149,517602,10040630.999999996,3470315,298590,2738,-0.18909289393130485,0.32485179232398514,0.2652471114588171
2015,2,31042090,158,517602,28828568.99999997,9499589,776579,10942,-1.2009833636658,2.4275556901815047,1.8951607466132465
2015,2,31042090,383,517602,3800072.000000006,1355026,98800,1415,0.1774590192600787,-0.37357757944154985,-0.30658597879254285
2015,3,31042090,23,517602,10055111.999999996,3403462,275000,1980,-0.17054395291035432,0.3264724733771627,0.24717451826584244
2015,4,31042090,149,517602,12598491.999999993,4282177,378000,3104,-0.3244262275173527,0.6111218606453588,0.4847204582769822
2015,4,31042090,383,517602,5500000.000000004,1874649,113850,2210,0.09290619415393041,-0.18332544896948114,-0.16611456998945143
2015,5,31042090,23,517602,6976546.000000001,2330437,223790,1386,0.018262017395136245,-0.01807373110848291,-0.04289988843081484
2015,5,31042090,149,517602,16971751.99999999,5640063,402528,4193,-0.5476510747622325,1.100567314869467,0.8518022837812316
2015,6,31042090,149,517602,30635270.999999966,9671686,915000,3989,-1.1880760363817133,2.6297577273431654,1.9416842993443335
2015,7,31042090,85,517602,10358468.999999996,3394751,188500,1870,-0.15821024864500233,0.36042350868196116,0.24481964474776544
2015,7,31042090,149,517602,7028511.000000001,2298544,210000,1004,0.028593129778521038,-0.01225792481552164,-0.05152162888679349
2015,8,31042090,85,517600,1094400.0000000093,354982,24320,131,0.3588020217619283,-0.6763903234863701,-0.5769311897340884
2015,8,31042090,149,517602,13480690.999999993,4388011,287209,1530,-0.3240170319274865,0.7098555948095874,0.5133309144716971
2015,8,31042090,158,517602,41356099.99999995,12609895,889059,10808,-1.6297136044810976,3.82960887261328,2.7359800822252347
2015,8,31042090,676,517602,6601791.000000002,2126864,105600,891,0.060967136642618464,-0.06001547049689231,-0.09793245262499356
2015,9,31042090,23,517602,2200000.0000000075,642347,78100,389,0.3174860440109405,-0.5526540502736699,-0.4992468563025422
2015,9,31042090,85,517602,13859042.99999999,4415785,366249,2753,-0.31907950235129223,0.7521999023734183,0.5208391519979365
2015,9,31042090,149,517600,6201326.000000002,1964154,136400,557,0.0917799034231036,-0.10483461544273537,-0.14191838651620123
2015,9,31042090,149,517602,49041771.99999994,15430538,1324080,18334,-2.139409677245502,4.689772051353513,3.498493858444875
2015,9,31042090,158,517602,2500900.0000000084,753758,50018,844,0.29726594743548806,-0.518977996900206,-0.469128751202958
2015,9,31042090,676,517602,15004070.999999989,4662973,240000,2640,-0.3482373271013679,0.8803488689473977,0.5876623037814768
2015,10,31042090,23,517602,7541423.0,2231289,266250,1341,0.06364647190026315,0.04514603626088257,-0.06970289607291096
2015,10,31042090,149,517602,21346752.99999998,6301118,596174,6232,-0.5824420172595492,1.590207617910202,1.0305074741718177
2015,10,31042090,383,517602,11160654.999999994,3543553,193175,2373,-0.17204873683679478,0.4502023672776586,0.28504578287621163
2015,11,31042090,85,517602,13916857.999999993,4036284,391545,2129,-0.21458593269934165,0.7586704275505098,0.4182473881380188
2015,11,31042090,158,517602,10019498.999999996,2776393,223563,3159,-0.002197788764138911,0.32248674626254265,0.07765687596219976
2015,12,31042090,23,517602,4000000.0000000056,1064229,114000,682,0.26264770375908036,-0.3512020859259305,-0.38519809616554707
2015,12,31042090,85,517602,4033830.0000000056,1124486,83000,780,0.24747105606732311,-0.3474159081737727,-0.36890862152672643
2015,12,31042090,158,517602,16195935.999999989,4491627,357627,5053,-0.26271077963725026,1.0137397275514637,0.5413417713709128
2016,2,31042090,23,517602,14008145.99999999,3584253,437330,2124,-0.08938400407080019,0.7688871758401632,0.29604834884862974
2016,3,31042090,85,517602,441790.0000000112,131030,12430,56,0.39787631298557824,-0.7494289715158022,-0.6374728765806482
2016,3,31042090,158,517602,8976099.999999998,2884870,179522,3226,-0.06584500974584259,0.2057118695133945,0.10698182311183121
2016,4,31042090,23,517602,6000000.000000003,1288361,127320,744,0.2678467123435187,-0.12736656998399803,-0.32460774932205766
2016,4,31042090,149,517602,12066533.999999993,2526318,391000,1813,0.13274237189769322,0.5515863139506394,0.010053271894571728
2016,5,31042090,23,517602,6000000.000000003,1529562,122400,873,0.20264204612452058,-0.12736656998399803,-0.2594030831030596
2016,5,31042090,85,517602,4969244.000000004,1068431,91080,374,0.2933947321702834,-0.24272647051911939,-0.38406215557055684
2016,5,31042090,149,517602,4964416.000000004,1070631,156800,317,0.29264118337047396,-0.24326680945460322,-0.38346742227475045
2016,5,31042090,158,517602,34850099.99999996,6975055,777293,5231,-0.32044139380557735,3.101471939254175,1.2126950983426665
2016,6,31042090,85,517602,7150088.000000001,1614368,128700,564,0.21754793300714678,0.001348700445314542,-0.23647719588298854
2016,7,31042090,23,517602,47087087.99999995,10205752,909800,5827,-0.7912746512476618,4.471008200531793,2.086060132234394
2016,7,31042090,149,517602,12982279.999999993,2695952,389310,2492,0.11700781966244461,0.6540745531415201,0.055910993667671854
2016,7,31042090,628,517602,12463979.999999993,2732805,272611,3496,0.08999591449859137,0.5960675791851682,0.06587358737237763
2016,7,31042090,676,517600,504000.00000001024,112906,4680,31,0.40482221191034345,-0.7424665677924285,-0.6423723976048277
2016,8,31042090,85,517602,16936719.99999999,3808377,308008,1601,-0.05363769035626531,1.096646611972228,0.35663653302558895
2016,8,31042090,149,517600,18888153.999999985,3824424,496023,2026,0.0062160634275310045,1.3150467300805424,0.360974571751864
2016,8,31042090,676,517600,986000.0000000102,213387,12580,60,0.3935140846157825,-0.6885222084504227,-0.6152090356521361
2016,9,31042090,149,517600,4769543.000000004,951381,86688,1177,0.3184681468061895,-0.26507655870367935,-0.4157046702406193
2016,9,31042090,158,517600,8502299.999999998,1583988,172172,1852,0.27024123709655495,0.15268523578675064,-0.24468992203144216
2016,9,31042090,676,517600,16330821.999999989,3444040,301550,1464,0.024923919658113414,1.0288358662531354,0.25814410357367495
2016,10,31042090,23,517600,6007727.000000002,1373249,122820,473,0.24515283496620882,-0.1265017814681565,-0.30165969477005206
2016,10,31042090,149,517600,2004084.0000000084,423514,42000,120,0.37019930093247644,-0.5745805297443096,-0.558404706903087
2016,10,31042090,158,517600,17601229.999999985,3571026,366889,1705,0.032385034882777775,1.1710170813215146,0.292472650074252
2016,10,31042090,676,517600,280000.00000001024,66783,4025,19,0.4099223876489964,-0.7675361455779249,-0.6548409811514085
2016,11,31042090,676,517600,728000.0000000102,176414,7725,49,0.3950222914682387,-0.717396990006932,-0.625204069354795
2016,12,31042090,23,517600,5006440.000000004,1117819,102350,6199,0.28126706077831115,-0.2385635775936313,-0.37071093374633607
2017,1,31042090,23,517600,18007606.999999985,4075398,354550,1824,-0.09059588006842656,1.216497884052482,0.4288212054708238
2017,1,31042090,85,517600,9902719.999999996,2173873,195525,1076,0.15684203338949446,0.3094171024044512,-0.0852243537601925
2017,1,31042090,149,517600,24027103.999999978,5156885,504000,6519,-0.184948433472236,1.8901864924054395,0.7211831726898055
2017,1,31042090,158,517600,46576587.99999994,9577427,1129685,4608,-0.6382102032717554,4.413874185087614,1.916202951285509
2017,1,31042090,383,517600,8072775.999999999,1820708,140800,1629,0.19211888091737528,0.10461387271202938,-0.18069661940267517
2017,1,31042090,676,517600,22444050.99999998,4981602,549035,1944,-0.1896376170346185,1.7130147498962276,0.6737983380130643
2017,2,31042090,85,517600,5565879.000000004,1235991,194975,368,0.2677237977330097,-0.17595241899211184,-0.3387651050954124
2017,2,31042090,149,517600,2000689.0000000084,476855,42000,135,0.3556677740781792,-0.574960490532621,-0.5439848574796287
2017,2,31042090,676,517600,5027082.000000004,1189748,116250,339,0.26250126760929304,-0.23625337123359463,-0.35126612863994633
2017,3,31042090,23,517600,5035419.000000004,1179864,101700,647,0.26544748503546267,-0.23532031288539068,-0.35393810313801466
2017,3,31042090,158,517600,7984437.0,1672010,143060,1866,0.22941102144635497,0.09472716989063228,-0.2208946428662287
2017,3,31042090,383,517600,10292790.999999996,2239735,179520,1098,0.15186860034351252,0.353072974173944,-0.06741966088364698
2017,3,31042090,676,517600,522000.0000000112,130686,5616,35,0.40060778974581407,-0.740452048148951,-0.637565871241447
2017,4,31042090,85,517600,17222585.999999985,4109386,431255,2134,-0.12560698161569633,1.128640093772356,0.4380092942243999
2017,4,31042090,158,517600,7043824.000000001,1475038,126206,1646,0.2517179539312336,-0.010544128187712231,-0.274142736839672
2017,5,31042090,23,517600,10106145.999999996,2431949,186500,1321,0.09376712516698588,0.332184084237453,-0.015457812829043146
2017,5,31042090,676,517600,14451180.999999989,3368466,334760,1592,-0.016476095210624903,0.8184706597428302,0.23771393352946052
2017,6,31042090,149,517600,12002031.999999994,3081367,224500,3638,-0.019427637469684816,0.5443673947259964,0.1601015087600436
2017,6,31042090,676,517600,14319675.99999999,3495374,300583,1223,-0.055109370305307326,0.8037529149808584,0.2720213940313681
2017,7,31042090,149,517600,10327361.999999996,2727616,187975,3314,0.021115313568891528,0.3569420829847583,0.06447082779422339
2017,7,31042090,158,517600,10112338.999999996,2367075,148828,1975,0.11150844546613364,0.3328771909125672,-0.03299541638910833
2017,7,31042090,676,517600,13270859.999999993,3427929,298760,1299,-0.07137720409034626,0.6863717797367815,0.2537887635151583
2017,8,31042090,85,517600,12499999.999999993,3247187,311875,1424,-0.04787381110264258,0.6000988568272824,0.20492817926486845
2017,8,31042090,149,517600,33054081.999999963,8458916,586077,6169,-0.7806578921061273,2.900465631418676,1.6138321633647383
2017,8,31042090,158,517600,13896194.999999993,3192022,204904,3518,0.012966510840550338,0.7563578709175558,0.19001524187252336
2017,8,31042090,676,517600,14873665.999999989,3919823,351738,1699,-0.1516287535584232,0.8657542337191939,0.3867640997912427
2017,9,31042090,149,517600,13407888.999999993,3676649,223550,4366,-0.13410698172195404,0.7017077581937851,0.32102606593923283
2017,9,31042090,158,517600,23971553.999999978,6047594,351081,2476,-0.4275640506257965,1.8839694609501523,0.9619714904963551
2017,9,31042090,676,517600,14950501.999999989,4007322,309465,1504,-0.1727551529423944,0.874353546570651,0.41041799463204404
2017,10,31042090,149,517600,30642396.999999966,8463620,535639,6336,-0.8612611408484888,2.630555253286466,1.6151038112844989
2017,10,31042090,383,517600,4000000.0000000056,1037517,71600,1736,0.26986884730343497,-0.3512020859259305,-0.39241923970990167
2017,10,31042090,676,517600,7550253.0,2043763,156285,576,0.11463145737238117,0.046134270063766206,-0.12039742154081463
2017,11,31042090,149,517600,7020010.000000001,1998845,127750,2287,0.10933211667776455,-0.013209337676032825,-0.13254025344128337
2017,11,31042090,158,517600,4038401.0000000056,951485,67000,1045,0.29438935168815383,-0.34690433210208743,-0.41567655557572664
2017,11,31042090,383,517600,3312439.0000000065,806402,59070,1345,0.30972983419078637,-0.42815237151420604,-0.45489732410094375
2017,11,31042090,676,517600,14082851.99999999,3793125,337200,1440,-0.1433916347146241,0.7772481038671423,0.35251340928575303
2017,12,31042090,23,517600,10016392.999999996,2636901,209000,1455,0.03540937532080164,0.32213912970628483,0.03994754100827966
2017,12,31042090,149,517600,10028584.999999996,2640046,182500,720,0.03496022895180344,0.3235036310114669,0.04079773928796651
2017,12,31042090,158,517600,16389762.999999989,4178380,271390,1952,-0.17165380261659363,1.0354324108257023,0.45666067104752067
2017,12,31042090,383,517600,3886689.000000006,1049287,66413,1021,0.26295969534442387,-0.36388359899937867,-0.3892374165773375
2017,12,31042090,676,517600,24616341.999999978,6667610,583423,2646,-0.5739649385959159,1.9561326882767358,1.1295824719203058
2018,1,31042090,149,517600,5003121.000000004,1537803,91250,1704,0.1676222158402745,-0.23893503263233695,-0.25717526624363213
2018,1,31042090,158,517600,11723813.999999994,3192651,190328,1019,-0.058663301682325614,0.5132298599388301,0.19018528152846073
2018,1,31042090,383,517600,6784040.000000002,1698877,115920,920,0.18266130379416856,-0.03961857102444166,-0.21363159765785136
2018,1,31042090,676,517600,8670922.999999998,2358621,204275,1143,0.06637892855017687,0.1715571438890889,-0.0352808142449025
2018,2,31042090,676,517600,12014475.999999993,3252458,307800,1793,-0.06526989351512602,0.5457600993061869,0.20635310617495728
2018,3,31042090,158,517800,5006521.000000004,1320802,105504,1470,0.22639665770962988,-0.23855451225523566,-0.31583786620876
2018,4,31042090,158,517600,7775479.0,1946803,128276,2152,0.14825171240127144,0.07134105902053509,-0.14660893988689966
2018,4,31042090,158,517800,5006321.000000004,1307609,105500,1470,0.22995658621571144,-0.23857689580682986,-0.3194043736503844
2018,4,31042090,383,517800,750000.0000000102,218050,18975,374,0.38449037642149375,-0.7149347993315708,-0.6139484713983429
2018,4,31042090,676,517600,12600201.999999993,3026633,274050,1684,0.015045395631507252,0.6113132400114891,0.14530508502701328
2018,5,31042090,383,517800,2516090.0000000075,685487,60720,1120,0.31622154342541675,-0.517277966156627,-0.4875846770384115
2018,5,31042090,676,517800,2723361.0000000075,588713,95175,257,0.34920089251912556,-0.4940806605442269,-0.5137459133876693
2018,6,31042090,383,517800,3250000.0000000065,944885,82225,1621,0.2702393547712062,-0.4351404044041552,-0.41746075546314576
2018,7,31042090,149,517800,7004997.000000001,2198440,147000,2566,0.05488109061921051,-0.014889558976450943,-0.0785830751792491
2018,7,31042090,158,517800,8472327.999999998,2316174,199598,1547,0.07132104830552387,0.14933083674484485,-0.046755652520854146
2018,7,31042090,383,517800,5500000.000000004,1577400,139150,1564,0.17326250208354504,-0.18332544896948114,-0.24647087791906602
2018,7,31042090,676,517800,73550760.9999999,20713597,2088483,10860,-2.761381242545228,7.432763150368586,4.926680717994685
2018,8,31042090,85,517800,9999999.999999996,2978886,265000,1254,-0.05757980629748456,0.3203044618998668,0.1323974801748008
2018,8,31042090,149,517600,12125759.999999993,3488762,238250,4136,-0.12549008616960164,0.5582147550842279,0.27023395014415363
