ANO,MES,NCM,PAIS,URF,KG,FOB,FRETE,SEGURO,z_diff,z_score_KG,z_score_FOB
1998,4,31042090,676,517600,8049864.0,1080232,96000,4377,0.39154053076410605,0.1020496130413987,-0.38087195210518815
1998,5,31042090,149,517600,12500.000000011176,1487500,150000,1965,0.01705592326134736,-0.7974741458351584,-0.2707738430522451
1998,5,31042090,383,517600,4541333.000000005,639000,54000,3330,0.39540824407658326,-0.29061731025023346,-0.5001516619121167
1998,5,31042090,676,517600,3150000.0000000065,428400,37800,2833,0.4065729898564283,-0.44633218020125187,-0.5570838583197643
1998,5,31042090,767,517600,10675307.999999996,1456495,126000,6065,0.37618724041834894,0.3958834191997242,-0.27915552752337097
1998,6,31042090,23,517600,3500000.0000000056,493500,42000,1050,0.40048742816677224,-0.40716096491141374,-0.5394851594302208
1998,7,31042090,23,517600,69300.0000000121,10721,5897,41,0.4181469054317085,-0.7911172171824074,-0.6699964075284529
1998,7,31042090,676,517600,4915000.000000004,683190,58980,0,0.39575387036770693,-0.2487973373824965,-0.4882056326658966
1998,7,31042090,767,517600,4950000.000000004,683100,59400,2733,0.3969295140861605,-0.24488021585351266,-0.4882299626643614
1998,8,31042090,85,517600,2999103.0000000075,422874,36000,900,0.40310314357916344,-0.46322023412579666,-0.5585777202255033
1998,8,31042090,767,517600,4998505.000000004,704789,60000,2798,0.3926618111319741,-0.23945164500313093,-0.4823667033676593
1998,9,31042090,23,517600,4063000.0000000056,579783,53517,1526,0.39568196219152374,-0.34415126717375966,-0.5161599899020106
1998,10,31042090,85,517600,3436580.0000000065,443319,41239,2217,0.41196684385017995,-0.4142587891219323,-0.5530507555742481
1998,10,31042090,275,517600,3000000.0000000065,426000,36000,0,0.40228758815839527,-0.4631198438968968,-0.5577326582788258
1998,10,31042090,676,517600,9149999.999999998,1262850,109800,6246,0.3783614203740125,0.22517436762454557,-0.33150422255356526
1998,11,31042090,23,517600,63000.00000001211,11469,5868,0,0.4177374596415364,-0.7918222990576245,-0.6697941982078787
1998,11,31042090,149,517600,10002999.999999996,1280384,120036,1681,0.40168055609644676,0.3206402151737797,-0.32676419818598834
1998,12,31042090,23,517600,6000000.000000003,869500,72000,2107,0.3810787955320452,-0.12736656998399803,-0.4378398325105841
